surface,reading,reading_seion,reading_search,count_hira
蛇足,だそく,たそく,そく,3
群計数,ぐんけいすー,くんけいすー,すー,6
ヒルガオ,ひるがお,ひるかお,かお,4
職域,しょくいき,しょくいき,いき,5
シフトアウト,しふとあうと,しふとあうと,うと,6
張本,ちょーほん,ちょーほん,ほん,5
叮嚀,ていねい,ていねい,ねい,4
マウス,まうす,まうす,うす,3
玄関子,げんかんし,けんかんし,んし,5
べに花,べにばな,へにはな,はな,4
作者,さくしゃ,さくしゃ,しゃ,4
スイートホーム,すいーとほーむ,すいーとほーむ,ーむ,7
重石,おもし,おもし,もし,3
輪切り,わぎり,わきり,きり,3
永劫,えいごー,えいこー,こー,4
坐職,ざしょく,さしょく,ょく,4
すすめ,すすめ,すすめ,すめ,3
エンディング,えんでぃんぐ,えんてぃんく,んく,6
金力,きんりょく,きんりょく,ょく,5
老兵,ろーへい,ろーへい,へい,4
拇,おやゆび,おやゆひ,ゆひ,4
二人称,ににんしょー,ににんしょー,ょー,6
市立,しりつ,しりつ,りつ,3
市立,いちりつ,いちりつ,りつ,4
免状,めんじょー,めんしょー,ょー,5
魚形水雷,ぎょけいすいらい,きょけいすいらい,らい,8
延し,のし,のし,のし,2
医療,いりょー,いりょー,ょー,4
煮染め,にしめ,にしめ,しめ,3
うんか,うんか,うんか,んか,3
樒,しきみ,しきみ,きみ,3
条件下,じょーけんか,しょーけんか,んか,6
張出し,はりだし,はりたし,たし,4
チャルメラ,ちゃるめら,ちゃるめら,めら,5
シマヘビ,しまへび,しまへひ,へひ,4
郵便箱,ゆーびんばこ,ゆーひんはこ,はこ,6
待ち率,まちりつ,まちりつ,りつ,4
タイブレーク,たいぶれーく,たいふれーく,ーく,6
白血病,はっけつびょー,はっけつひょー,ょー,7
有意義,ゆーいぎ,ゆーいき,いき,4
シンポ,しんぽ,しんほ,んほ,3
公案,こーあん,こーあん,あん,4
原文,げんぶん,けんふん,ふん,4
粕取り,かすとり,かすとり,とり,4
聖恩,せいおん,せいおん,おん,4
しっこし,しっこし,しっこし,こし,4
製造元,せいぞーもと,せいそーもと,もと,6
川縁,かわぶち,かわふち,ふち,4
引船,ひきふね,ひきふね,ふね,4
描き直し,かきなおし,かきなおし,おし,5
めのと,めのと,めのと,のと,3
アンペラ,あんぺら,あんへら,へら,4
簀の子,すのこ,すのこ,のこ,3
口舐り,くちなめずり,くちなめすり,すり,6
天壌無窮,てんじょーむきゅー,てんしょーむきゅー,ゅー,9
ゼニゴケ,ぜにごけ,ぜにこけ,こけ,4
ながうた,ながうた,なかうた,うた,4
間断,かんだん,かんたん,たん,4
メンバー,めんばー,めんはー,はー,4
年増,としま,としま,しま,3
大聖,たいせい,たいせい,せい,4
シッタン,しったん,しったん,たん,4
劣位,れつい,れつい,つい,3
白髯,はくぜん,はくぜん,ぜん,4
ミューズ,みゅーず,みゅーす,ーす,4
別荘,べっそー,へっそー,そー,4
眼,め,め,め,1
眼,まなこ,まなこ,なこ,3
胃壁,いへき,いへき,へき,3
銃刀,じゅーとー,しゅーとー,とー,5
幽魂,ゆーこん,ゆーこん,こん,4
朴の木,ほーのき,ほーのき,のき,4
憮然,ぶぜん,ふぜん,ぜん,3
寺子屋,てらこや,てらこや,こや,4
ケヤキ,けやき,けやき,やき,3
無恥,むち,むち,むち,2
空き地,あきち,あきち,きち,3
ポエジー,ぽえじー,ほえしー,しー,4
姦雄,かんゆー,かんゆー,ゆー,4
フラウ,ふらう,ふらう,らう,3
芥子,からし,からし,らし,3
芥子,けし,けし,けし,2
音源,おんげん,おんけん,けん,4
飢え,うえ,うえ,うえ,2
ゴール,ごーる,こーる,ーる,3
なか,なか,なか,なか,2
匹夫,ひっぷ,ひっふ,っふ,3
連枝,れんし,れんし,んし,3
内また,うちまた,うちまた,また,4
篆字,てんじ,てんし,んし,3
貫主,かんしゅ,かんしゅ,しゅ,4
成分,せいぶん,せいふん,ふん,4
仙台平,せんだいひら,せんたいひら,ひら,6
良能,りょーのー,りょーのー,のー,5
見送り,みおくり,みおくり,くり,4
小僧っ子,こぞっこ,こそっこ,っこ,4
鋭気,えいき,えいき,いき,3
湖上,こじょー,こしょー,ょー,4
ザクロ,ざくろ,さくろ,くろ,3
黒船,くろふね,くろふね,ふね,4
実生活,じっせいかつ,しっせいかつ,かつ,6
鯖,さば,さは,さは,2
凍傷,とーしょー,とーしょー,ょー,5
割れもの,われもの,われもの,もの,4
さくらんぼ,さくらんぼ,さくらんほ,んほ,5
しんこう,しんこー,しんこー,こー,4
最長,さいちょー,さいちょー,ょー,5
新湯,あらゆ,あらゆ,らゆ,3
歩み板,あゆみいた,あゆみいた,いた,5
鉦叩き,かねたたき,かねたたき,たき,5
コテージ,こてーじ,こてーし,ーし,4
報労,ほーろー,ほーろー,ろー,4
うわべ,うわべ,うわへ,わへ,3
待ち,まち,まち,まち,2
力車,りきしゃ,りきしゃ,しゃ,4
刷本,すりほん,すりほん,ほん,4
スピーカー,すぴーかー,すひーかー,かー,5
シタン,したん,したん,たん,3
出自,しゅつじ,しゅつし,つし,4
バラツキ,ばらつき,はらつき,つき,4
オイスターソース,おいすたーそーす,おいすたーそーす,ーす,8
未生,みしょー,みしょー,ょー,4
如く,ごとく,ことく,とく,3
荒馬,あらうま,あらうま,うま,4
半輪,はんりん,はんりん,りん,4
コタンジェント,こたんじぇんと,こたんしぇんと,んと,7
小男鹿,さおしか,さおしか,しか,4
敬虔,けいけん,けいけん,けん,4
正貨,せいか,せいか,いか,3
食道楽,しょくどーらく,しょくとーらく,らく,7
食道楽,くいどーらく,くいとーらく,らく,6
総懸り,そーがかり,そーかかり,かり,5
警官,けいかん,けいかん,かん,4
精銅,せいどー,せいとー,とー,4
ひな型,ひながた,ひなかた,かた,4
立ち,たち,たち,たち,2
塩田,えんでん,えんてん,てん,4
聖寿,せいじゅ,せいしゅ,しゅ,4
フィボナッチ,ふぃぼなっち,ふぃほなっち,っち,6
お茶挽,おちゃひき,おちゃひき,ひき,5
チューリップ,ちゅーりっぷ,ちゅーりっふ,っふ,6
ブロードキャスト,ぶろーどきゃすと,ふろーときゃすと,すと,8
一位,いちい,いちい,ちい,3
雨粒,あまつぶ,あまつふ,つふ,4
情合,じょーあい,しょーあい,あい,5
支障,ししょー,ししょー,ょー,4
感情,かんじょー,かんしょー,ょー,5
行き止まり,ゆきどまり,ゆきとまり,まり,5
行き止まり,いきどまり,いきとまり,まり,5
忠魂,ちゅーこん,ちゅーこん,こん,5
名残折,なごりおり,なこりおり,おり,5
蚕種,さんしゅ,さんしゅ,しゅ,4
蕪,かぶら,かふら,ふら,3
蕪,かぶ,かふ,かふ,2
空洞,くーどー,くーとー,とー,4
兄ちゃん,にーちゃん,にーちゃん,ゃん,5
ジグソー,じぐそー,しくそー,そー,4
電位,でんい,てんい,んい,3
ソーダ,そーだ,そーた,ーた,3
声高,こわだか,こわたか,たか,4
非負,ひふ,ひふ,ひふ,2
骨ずい,こつずい,こつすい,すい,4
波瀾万丈,はらんばんじょー,はらんはんしょー,ょー,8
薮医者,やぶいしゃ,やふいしゃ,しゃ,5
消息,しょーそく,しょーそく,そく,5
数表示,すーひょーじ,すーひょーし,ーし,6
一個人,いっこじん,いっこしん,しん,5
インコヒーレント,いんこひーれんと,いんこひーれんと,んと,8
ゴーサイン,ごーさいん,こーさいん,いん,5
鴈,かり,かり,かり,2
鴈,がん,かん,かん,2
先師,せんし,せんし,んし,3
夫唱婦随,ふしょーふずい,ふしょーふすい,すい,7
糞度胸,くそどきょー,くそときょー,ょー,6
不そん,ふそん,ふそん,そん,3
隣,となり,となり,なり,3
暗流,あんりゅー,あんりゅー,ゅー,5
時流,じりゅー,しりゅー,ゅー,4
格技,かくぎ,かくき,くき,3
冷罨法,れいあんぽー,れいあんほー,ほー,6
落鮎,おちあゆ,おちあゆ,あゆ,4
法務,ほーむ,ほーむ,ーむ,3
宮仕え,みやずかえ,みやすかえ,かえ,5
親中,しんちゅー,しんちゅー,ゅー,5
くだり,くだり,くたり,たり,3
逆茂木,さかもぎ,さかもき,もき,4
ハヤブサ,はやぶさ,はやふさ,ふさ,4
ビャクダン,びゃくだん,ひゃくたん,たん,5
弊村,へいそん,へいそん,そん,4
胃ガン,いがん,いかん,かん,3
動き,うごき,うこき,こき,3
爆竹,ばくちく,はくちく,ちく,4
伝記,でんき,てんき,んき,3
居続け,いつずけ,いつすけ,すけ,4
金属,きんぞく,きんそく,そく,4
断篇,だんぺん,たんへん,へん,4
有終,ゆーしゅー,ゆーしゅー,ゅー,5
ノントロッポ,のんとろっぽ,のんとろっほ,っほ,6
句柄,くがら,くから,から,3
語,かたり,かたり,たり,3
語,ご,こ,こ,1
薙刀草履,なぎなたぞーり,なきなたそーり,ーり,7
アセビ,あせび,あせひ,せひ,3
川施餓鬼,かわせがき,かわせかき,かき,5
風声,ふーせい,ふーせい,せい,4
消息筋,しょーそくすじ,しょーそくすし,すし,7
栗饅頭,くりまんじゅー,くりまんしゅー,ゅー,7
暗色,あんしょく,あんしょく,ょく,5
雑則,ざっそく,さっそく,そく,4
浜防風,はまぼーふー,はまほーふー,ふー,6
永ごう,えいごー,えいこー,こー,4
時計,とけい,とけい,けい,3
四方八方,しほーはっぽー,しほーはっほー,ほー,7
鶫,つぐみ,つくみ,くみ,3
ラウンジ,らうんじ,らうんし,んし,4
タラノキ,たらのき,たらのき,のき,4
カタブツ,かたぶつ,かたふつ,ふつ,4
振り,ふり,ふり,ふり,2
辞意,じい,しい,しい,2
なんまいだ,なんまいだ,なんまいた,いた,5
闇汁,やみじる,やみしる,しる,4
ヒト,ひと,ひと,ひと,2
初年度,しょねんど,しょねんと,んと,5
敵艦,てきかん,てきかん,かん,4
魚屋,さかなや,さかなや,なや,4
飛瀑,ひばく,ひはく,はく,3
えん曲,えんきょく,えんきょく,ょく,5
薪,たきぎ,たきき,きき,3
薪,まき,まき,まき,2
おべっか,おべっか,おへっか,っか,4
癖,くせ,くせ,くせ,2
賞詞,しょーし,しょーし,ーし,4
分銅,ふんどー,ふんとー,とー,4
官有,かんゆー,かんゆー,ゆー,4
スカイウエイ,すかいうえい,すかいうえい,えい,6
現当,げんとー,けんとー,とー,4
ナショナル,なしょなる,なしょなる,なる,5
都道,とどー,ととー,とー,3
れつ,れつ,れつ,れつ,2
がさ,がさ,かさ,かさ,2
残月,ざんげつ,さんけつ,けつ,4
仮パラメタ,かりぱらめた,かりはらめた,めた,6
花形,はながた,はなかた,かた,4
駒下駄,こまげた,こまけた,けた,4
糧食,りょーしょく,りょーしょく,ょく,6
生焼け,なまやけ,なまやけ,やけ,4
界わい,かいわい,かいわい,わい,4
烽火,ほーか,ほーか,ーか,3
アレイプロセッサ,あれいぷろせっさ,あれいふろせっさ,っさ,8
かき揚げ,かきあげ,かきあけ,あけ,4
オリ,おり,おり,おり,2
泥除け,どろよけ,とろよけ,よけ,4
実機,じっき,しっき,っき,3
パン粉,ぱんこ,はんこ,んこ,3
請合い,うけあい,うけあい,あい,4
恩人,おんじん,おんしん,しん,4
裏切り者,うらぎりもの,うらきりもの,もの,6
兼題,けんだい,けんたい,たい,4
声域,せいいき,せいいき,いき,4
一酉,いちのとり,いちのとり,とり,5
万引,まんびき,まんひき,ひき,4
粗,あら,あら,あら,2
年越し,としこし,としこし,こし,4
善智識,ぜんちしき,ぜんちしき,しき,5
借物,かりもの,かりもの,もの,4
間縄,けんなわ,けんなわ,なわ,4
ディレッタント,でぃれったんと,てぃれったんと,んと,7
読後感,どくごかん,とくこかん,かん,5
不通,ふつー,ふつー,つー,3
涼雨,りょーう,りょーう,ーう,4
お次,おつぎ,おつき,つき,3
ブイヨン,ぶいよん,ふいよん,よん,4
山立,やまだち,やまたち,たち,4
方向づけ,ほーこーずけ,ほーこーすけ,すけ,6
突っぱり,つっぱり,つっはり,はり,4
遅筆,ちひつ,ちひつ,ひつ,3
さにづらふ,さにずらふ,さにすらふ,らふ,5
首級,しゅきゅー,しゅきゅー,ゅー,5
ＰＨ,ぺーはー,へーはー,はー,4
要塞,よーさい,よーさい,さい,4
ラーメン,らーめん,らーめん,めん,4
貝の口,かいのくち,かいのくち,くち,5
生放送,なまほーそー,なまほーそー,そー,6
飄逸,ひょーいつ,ひょーいつ,いつ,5
白下,しろした,しろした,した,4
七曜暦,しちよーれき,しちよーれき,れき,6
ポロニウム,ぽろにゅーむ,ほろにゅーむ,ーむ,6
替り,かわり,かわり,わり,3
鱈子,たらこ,たらこ,らこ,3
ハクトウ,はくとー,はくとー,とー,4
不貞,ふてい,ふてい,てい,3
病みあがり,やみあがり,やみあかり,かり,5
スナップショットダンプ,すなっぷしょっとだんぷ,すなっふしょっとたんふ,んふ,11
防潜網,ぼーせんもー,ほーせんもー,もー,6
貸方,かしかた,かしかた,かた,4
黄鉄鉱,おーてっこー,おーてっこー,こー,6
渦中,かちゅー,かちゅー,ゅー,4
身口意,しんくい,しんくい,くい,4
狐格子,きつねごーし,きつねこーし,ーし,6
私営,しえい,しえい,えい,3
切懸け,きりかけ,きりかけ,かけ,4
おじょうさん,おじょーさん,おしょーさん,さん,6
ぜいせい,ぜいせい,ぜいせい,せい,4
連ね,つらね,つらね,らね,3
ＣＩＭ,しむ,しむ,しむ,2
コントラルト,こんとらると,こんとらると,ると,6
スターター,すたーたー,すたーたー,たー,5
本県,ほんけん,ほんけん,けん,4
椎茸,しーたけ,しーたけ,たけ,4
都道府県コード,とどーふけんこーど,ととーふけんこーと,ーと,9
四囲,しい,しい,しい,2
弁才天,べんざいてん,へんさいてん,てん,6
セキズイ,せきずい,せきすい,すい,4
望蜀,ぼーしょく,ほーしょく,ょく,5
鳥人,ちょーじん,ちょーしん,しん,5
先賢,せんけん,せんけん,けん,4
正銘,しょーめい,しょーめい,めい,5
わらしべ,わらしべ,わらしへ,しへ,4
シェラック,しぇらっく,しぇらっく,っく,5
胸高,むなだか,むなたか,たか,4
ヤクザ,やくざ,やくさ,くさ,3
第一義,だいいちぎ,たいいちき,ちき,5
烟管,えんかん,えんかん,かん,4
長丁場,ながちょーば,なかちょーは,ーは,6
品玉,しなだま,しなたま,たま,4
合言葉,あいことば,あいことは,とは,5
際,きわ,きわ,きわ,2
心情,しんじょー,しんしょー,ょー,5
中等,ちゅーとー,ちゅーとー,とー,5
名弘め,なびろめ,なひろめ,ろめ,4
又従兄弟,またいとこ,またいとこ,とこ,5
ナウ,なう,なう,なう,2
うばら,うばら,うはら,はら,3
ベターハーフ,べたーはーふ,へたーはーふ,ーふ,6
船端,ふなばた,ふなはた,はた,4
鳩麦,はとむぎ,はとむき,むき,4
養老,よーろー,よーろー,ろー,4
食人種,しょくじんしゅ,しょくしんしゅ,しゅ,7
単向,たんこー,たんこー,こー,4
モダニズム,もだにずむ,もたにすむ,すむ,5
術計,じゅっけい,しゅっけい,けい,5
ドリーム,どりーむ,とりーむ,ーむ,4
八端,はったん,はったん,たん,4
カシワ,かしわ,かしわ,しわ,3
抜染,ぬきぞめ,ぬきそめ,そめ,4
抜染,ばっせん,はっせん,せん,4
片足,かたあし,かたあし,あし,4
クズ米,くずごめ,くすこめ,こめ,4
バンジージャンプ,ばんじーじゃんぷ,はんしーしゃんふ,んふ,8
女振り,おんなぶり,おんなふり,ふり,5
素樸,そぼく,そほく,ほく,3
アンチック,あんちっく,あんちっく,っく,5
かわり,かわり,かわり,わり,3
中折,なかおれ,なかおれ,おれ,4
御託宣,ごたくせん,こたくせん,せん,5
川中,かわなか,かわなか,なか,4
本極り,ほんぎまり,ほんきまり,まり,5
油母頁岩,ゆぼけつがん,ゆほけつかん,かん,6
気色,きしょく,きしょく,ょく,4
気色,けしき,けしき,しき,3
岩場,いわば,いわは,わは,3
沓,くつ,くつ,くつ,2
いちび,いちび,いちひ,ちひ,3
新顔,しんがお,しんかお,かお,4
許しまくり,ゆるしまくり,ゆるしまくり,くり,6
切り,きり,きり,きり,2
農舎,のーしゃ,のーしゃ,しゃ,4
ササゲ,ささげ,ささけ,さけ,3
隣邦,りんぽー,りんほー,ほー,4
カケイ,かけい,かけい,けい,3
親父,おやじ,おやし,やし,3
親父,しんぷ,しんふ,んふ,3
山冠,やまかんむり,やまかんむり,むり,6
めん類,めんるい,めんるい,るい,4
早老,そーろー,そーろー,ろー,4
フォアハンド,ふぉあはんど,ふぉあはんと,んと,6
賊子,ぞくし,そくし,くし,3
護法,ごほー,こほー,ほー,3
被衣,かずき,かすき,すき,3
ひと肌,ひとはだ,ひとはた,はた,4
二八,にっぱち,にっはち,はち,4
下女中,しもじょちゅー,しもしょちゅー,ゅー,7
けら,けら,けら,けら,2
筆勢,ひっせい,ひっせい,せい,4
長屋,ながや,なかや,かや,3
宴,うたげ,うたけ,たけ,3
なぞ,なぞ,なそ,なそ,2
最前,さいぜん,さいぜん,ぜん,4
側室,そくしつ,そくしつ,しつ,4
世嗣,せいし,せいし,いし,3
木漏れ日,こもれび,こもれひ,れひ,4
皇帝,こーてい,こーてい,てい,4
子供騙し,こどもだまし,こともたまし,まし,6
白地図,はくちず,はくちす,ちす,4
皇漢,こーかん,こーかん,かん,4
冷風,れいふー,れいふー,ふー,4
間欠,かんけつ,かんけつ,けつ,4
胴抜き,どーぬき,とーぬき,ぬき,4
ご面相,ごめんそー,こめんそー,そー,5
機首,きしゅ,きしゅ,しゅ,3
駆けだし,かけだし,かけたし,たし,4
醜婦,しゅーふ,しゅーふ,ーふ,4
女将,おかみ,おかみ,かみ,3
研究所,けんきゅーじょ,けんきゅーしょ,しょ,7
研究所,けんきゅーしょ,けんきゅーしょ,しょ,7
病態,びょーたい,ひょーたい,たい,5
海気,かいき,かいき,いき,3
枕刀,まくらがたな,まくらかたな,たな,6
湯桶読み,ゆとーよみ,ゆとーよみ,よみ,5
メシベ,めしべ,めしへ,しへ,3
策,さく,さく,さく,2
含羞,がんしゅー,かんしゅー,ゅー,5
伝声管,でんせいかん,てんせいかん,かん,6
焼夷弾,しょーいだん,しょーいたん,たん,6
化粧廻し,けしょーまわし,けしょーまわし,わし,7
労働三法,ろーどーさんぽー,ろーとーさんほー,ほー,8
目方,めかた,めかた,かた,3
おしろい,おしろい,おしろい,ろい,4
叢書,そーしょ,そーしょ,しょ,4
手錠,てじょー,てしょー,ょー,4
荷馬,にうま,にうま,うま,3
シンナー,しんなー,しんなー,なー,4
宿替え,やどがえ,やとかえ,かえ,4
食酢,しょくず,しょくす,くす,4
本省,ほんしょー,ほんしょー,ょー,5
連山,れんざん,れんさん,さん,4
鳰,にお,にお,にお,2
中庸,ちゅーよー,ちゅーよー,よー,5
交誼,こーぎ,こーき,ーき,3
山査子,さんざし,さんさし,さし,4
気節,きせつ,きせつ,せつ,3
シネスコ,しねすこ,しねすこ,すこ,4
寄人,よりうど,よりうと,うと,4
データチェーン,でーたちぇーん,てーたちぇーん,ーん,7
哀楽,あいらく,あいらく,らく,4
足音,あしおと,あしおと,おと,4
靴擦れ,くつずれ,くつすれ,すれ,4
隔意,かくい,かくい,くい,3
通り詞,とーりことば,とーりことは,とは,6
カーミン,かーみん,かーみん,みん,4
持逃げ,もちにげ,もちにけ,にけ,4
鈴蘭灯,すずらんとー,すすらんとー,とー,6
カナリヤ,かなりや,かなりや,りや,4
万難,ばんなん,はんなん,なん,4
漢方,かんぽー,かんほー,ほー,4
格,かく,かく,かく,2
宮内,くない,くない,ない,3
句,く,く,く,1
勅題,ちょくだい,ちょくたい,たい,5
情話,じょーわ,しょーわ,ーわ,4
将棋倒し,しょーぎだおし,しょーきたおし,おし,7
無慈悲,むじひ,むしひ,しひ,3
堅甲,けんこー,けんこー,こー,4
朗報,ろーほー,ろーほー,ほー,4
聖者,せいじゃ,せいしゃ,しゃ,4
聖者,しょーじゃ,しょーしゃ,しゃ,5
不養生,ふよーじょー,ふよーしょー,ょー,6
総菜,そーざい,そーさい,さい,4
閣僚,かくりょー,かくりょー,ょー,5
短所,たんしょ,たんしょ,しょ,4
血清,けっせい,けっせい,せい,4
季節はずれ,きせつはずれ,きせつはすれ,すれ,6
原核,げんかく,けんかく,かく,4
脇付,わきずけ,わきすけ,すけ,4
ハコベ,はこべ,はこへ,こへ,3
右,みぎ,みき,みき,2
プラトニックラブ,ぷらとにっくらぶ,ふらとにっくらふ,らふ,8
しにせ,しにせ,しにせ,にせ,3
シノブグサ,しのぶぐさ,しのふくさ,くさ,5
衣鉢,いはつ,いはつ,はつ,3
室内,しつない,しつない,ない,4
両為,りょーだめ,りょーため,ため,5
のっぽ,のっぽ,のっほ,っほ,3
アオムシ,あおむし,あおむし,むし,4
末梢,まっしょー,まっしょー,ょー,5
騰勢,とーせい,とーせい,せい,4
呼捨て,よびすて,よひすて,すて,4
年頃,としごろ,としころ,ころ,4
孫太郎虫,まごたろーむし,まこたろーむし,むし,7
近目,ちかめ,ちかめ,かめ,3
逆鱗,げきりん,けきりん,りん,4
ジャガタライモ,じゃがたらいも,しゃかたらいも,いも,7
即題,そくだい,そくたい,たい,4
公用,こーよー,こーよー,よー,4
英数字データ,えいすーじでーた,えいすーしてーた,ーた,8
突出し,つきだし,つきたし,たし,4
邦家,ほーか,ほーか,ーか,3
アーラン,あーらん,あーらん,らん,4
キャッチャーボート,きゃっちゃーぼーと,きゃっちゃーほーと,ーと,9
トランペット,とらんぺっと,とらんへっと,っと,6
貸し倒れ,かしだおれ,かしたおれ,おれ,5
売店,ばいてん,はいてん,てん,4
宴楽,えんらく,えんらく,らく,4
私設,しせつ,しせつ,せつ,3
ＤＫ,でぃーけい,てぃーけい,けい,5
蔓生,まんせい,まんせい,せい,4
日食,にっしょく,にっしょく,ょく,5
トーナル,とーなる,とーなる,なる,4
極地,きょくち,きょくち,くち,4
バロメーター,ばろめーたー,はろめーたー,たー,6
敏捷,びんしょー,ひんしょー,ょー,5
当山,とーざん,とーさん,さん,4
賓格,ひんかく,ひんかく,かく,4
蚊除け,かよけ,かよけ,よけ,3
軍事,ぐんじ,くんし,んし,3
典侍,てんじ,てんし,んし,3
最年長,さいねんちょー,さいねんちょー,ょー,7
菊判,きくばん,きくはん,はん,4
マスメディア,ますめでぃあ,ますめてぃあ,ぃあ,6
筆遣い,ふでずかい,ふてすかい,かい,5
パレス,ぱれす,はれす,れす,3
課程,かてい,かてい,てい,3
無二無三,むにむさん,むにむさん,さん,5
ノイローゼ,のいろーぜ,のいろーぜ,ーぜ,5
根元,ねもと,ねもと,もと,3
根元,こんげん,こんけん,けん,4
鳶,とんび,とんひ,んひ,3
鳶,とび,とひ,とひ,2
名案,めいあん,めいあん,あん,4
シミ,しみ,しみ,しみ,2
汽車,きしゃ,きしゃ,しゃ,3
ズク,ずく,すく,すく,2
えびす顔,えびすがお,えひすかお,かお,5
歯車,はぐるま,はくるま,るま,4
釣天井,つりてんじょー,つりてんしょー,ょー,7
星章,せいしょー,せいしょー,ょー,5
語原,ごげん,こけん,けん,3
憧景,しょーけい,しょーけい,けい,5
首相,しゅしょー,しゅしょー,ょー,5
グルテン,ぐるてん,くるてん,てん,4
編針,あみばり,あみはり,はり,4
徒骨,むだぼね,むたほね,ほね,4
橋りょう,きょーりょー,きょーりょー,ょー,6
沸点,ふってん,ふってん,てん,4
海草類,かいそーるい,かいそーるい,るい,6
詰合せ,つめあわせ,つめあわせ,わせ,5
ベンゼン,べんぜん,へんぜん,ぜん,4
警鐘,けいしょー,けいしょー,ょー,5
しらふ,しらふ,しらふ,らふ,3
手傷,てきず,てきす,きす,3
ゴールデンウィーク,ごーるでんうぃーく,こーるてんうぃーく,ーく,9
趣意,しゅい,しゅい,ゅい,3
気狂水,きちがいみず,きちかいみす,みす,6
厭地,いやち,いやち,やち,3
悪逆,あくぎゃく,あくきゃく,ゃく,5
ウチ,うち,うち,うち,2
迫持,せりもち,せりもち,もち,4
神韻,しんいん,しんいん,いん,4
さおとめ,さおとめ,さおとめ,とめ,4
ちょびひげ,ちょびひげ,ちょひひけ,ひけ,5
大蔵,おーくら,おーくら,くら,4
波止場,はとば,はとは,とは,3
丑三つ,うしみつ,うしみつ,みつ,4
アダリン,あだりん,あたりん,りん,4
島台,しまだい,しまたい,たい,4
各人,かくじん,かくしん,しん,4
酒,さけ,さけ,さけ,2
シビリアンコントロール,しびりあんこんとろーる,しひりあんこんとろーる,ーる,11
ハダカムシ,はだかむし,はたかむし,むし,5
術,すべ,すへ,すへ,2
術,じゅつ,しゅつ,ゅつ,3
頭注,とーちゅー,とーちゅー,ゅー,5
似我蜂,じがばち,しかはち,はち,4
セ氏,せし,せし,せし,2
日読み,ひよみ,ひよみ,よみ,3
舌足らず,したたらず,したたらす,らす,5
覇気,はき,はき,はき,2
西瓜,すいか,すいか,いか,3
即効,そっこー,そっこー,こー,4
知らせ,しらせ,しらせ,らせ,3
着痩せ,きやせ,きやせ,やせ,3
射場,しゃじょー,しゃしょー,ょー,5
大刀,たち,たち,たち,2
和食,わしょく,わしょく,ょく,4
呼びだし,よびだし,よひたし,たし,4
顕微,けんび,けんひ,んひ,3
時短,じたん,したん,たん,3
くさび,くさび,くさひ,さひ,3
方形,ほーけい,ほーけい,けい,4
トレーン,とれーん,とれーん,ーん,4
存念,ぞんねん,そんねん,ねん,4
毀棄,きき,きき,きき,2
博多織,はかたおり,はかたおり,おり,5
対辺,たいへん,たいへん,へん,4
三昧,さんまい,さんまい,まい,4
ショルダーバッグ,しょるだーばっぐ,しょるたーはっく,っく,8
風営法,ふーえいほー,ふーえいほー,ほー,6
下膨れ,しもぶくれ,しもふくれ,くれ,5
病蓐,びょーじょく,ひょーしょく,ょく,6
カラオケ,からおけ,からおけ,おけ,4
セロテープ,せろてーぷ,せろてーふ,ーふ,5
駅路,えきろ,えきろ,きろ,3
軟らかめん,やわらかめん,やわらかめん,めん,6
胴切り,どーぎり,とーきり,きり,4
とうさん,とーさん,とーさん,さん,4
アオミドロ,あおみどろ,あおみとろ,とろ,5
カンデラ,かんでら,かんてら,てら,4
襟足,えりあし,えりあし,あし,4
老耄,おいぼれ,おいほれ,ほれ,4
老耄,ろーもー,ろーもー,もー,4
引き回し,ひきまわし,ひきまわし,わし,5
打者,だしゃ,たしゃ,しゃ,3
組歌,くみうた,くみうた,うた,4
外地,がいち,かいち,いち,3
前芸,まえげい,まえけい,けい,4
デリバティブ,でりばてぃぶ,てりはてぃふ,ぃふ,6
中肉,ちゅーにく,ちゅーにく,にく,5
フィアンセ,ふぃあんせ,ふぃあんせ,んせ,5
麦笛,むぎぶえ,むきふえ,ふえ,4
センボンシメジ,せんぼんしめじ,せんほんしめし,めし,7
色いろ,いろいろ,いろいろ,いろ,4
礼法,れいほー,れいほー,ほー,4
すい星,すいせい,すいせい,せい,4
蚊蜻蛉,かとんぼ,かとんほ,んほ,4
レンコン,れんこん,れんこん,こん,4
溶明,よーめい,よーめい,めい,4
そで,そで,そて,そて,2
海中,かいちゅー,かいちゅー,ゅー,5
金太郎飴,きんたろーあめ,きんたろーあめ,あめ,7
エステティックサロン,えすててぃっくさろん,えすててぃっくさろん,ろん,10
球筋,たますじ,たますし,すし,4
モメント,もめんと,もめんと,んと,4
贈名,おくりな,おくりな,りな,4
横隊,おーたい,おーたい,たい,4
ツール,つーる,つーる,ーる,3
引鉄,ひきがね,ひきかね,かね,4
アンソロジー,あんそろじー,あんそろしー,しー,6
係り,かかり,かかり,かり,3
箸,はし,はし,はし,2
ブローニー,ぶろーにー,ふろーにー,にー,5
記法,きほー,きほー,ほー,3
残り火,のこりび,のこりひ,りひ,4
旧盆,きゅーぼん,きゅーほん,ほん,5
酒杜氏,さかとーじ,さかとーし,ーし,5
黄精飴,おーせいあめ,おーせいあめ,あめ,6
なでしこ,なでしこ,なてしこ,しこ,4
原材料,げんざいりょー,けんさいりょー,ょー,7
金元,かねもと,かねもと,もと,4
飼い主,かいぬし,かいぬし,ぬし,4
にしん,にしん,にしん,しん,3
