surface,reading,reading_seion,reading_search,count_hira
変り目,かわりめ,かわりめ,りめ,4
誓紙,せいし,せいし,いし,3
読みもの,よみもの,よみもの,もの,4
探照灯,たんしょーとー,たんしょーとー,とー,7
場席,ばせき,はせき,せき,3
穏健,おんけん,おんけん,けん,4
同番,どーばん,とーはん,はん,4
亜炭,あたん,あたん,たん,3
地方銀,ちほうぎん,ちほうきん,きん,5
真っ赤,まっか,まっか,っか,3
ぼや,ぼや,ほや,ほや,2
家職,かしょく,かしょく,ょく,4
徴憑,ちょーひょー,ちょーひょー,ょー,6
カワラナデシコ,かわらなでしこ,かわらなてしこ,しこ,7
様々,さまざま,さまさま,さま,4
気心,きごころ,きこころ,ころ,4
風習,ふーしゅー,ふーしゅー,ゅー,5
脇目,わきめ,わきめ,きめ,3
ホイッスル,ほいっする,ほいっする,する,5
あしらい,あしらい,あしらい,らい,4
廃虚,はいきょ,はいきょ,きょ,4
蘇鉄,そてつ,そてつ,てつ,3
相身互い,あいみたがい,あいみたかい,かい,6
片割れ月,かたわれずき,かたわれすき,すき,6
リバーベレーション,りばーべれーしょん,りはーへれーしょん,ょん,9
啓蟄,けいちつ,けいちつ,ちつ,4
躁病,そーびょー,そーひょー,ょー,5
清水,しみず,しみす,みす,3
黄金虫,こがねむし,こかねむし,むし,5
ヨシノボリ,よしのぼり,よしのほり,ほり,5
町営,ちょーえい,ちょーえい,えい,5
ペケ,ぺけ,へけ,へけ,2
指し値,さしね,さしね,しね,3
識見,しきけん,しきけん,けん,4
歯,は,は,は,1
歯,し,し,し,1
アコウダイ,あこーだい,あこーたい,たい,5
経籍,けいせき,けいせき,せき,4
襟,えり,えり,えり,2
泣き,なき,なき,なき,2
はん用,はんよー,はんよー,よー,4
鳥居,とりい,とりい,りい,3
忌辰,きしん,きしん,しん,3
雨乞い,あまごい,あまこい,こい,4
律詩,りっし,りっし,っし,3
ＬＳＤ,えるえすでぃー,えるえすてぃー,ぃー,7
よいよい,よいよい,よいよい,よい,4
負,まけ,まけ,まけ,2
負,ふ,ふ,ふ,1
紅髯,こーぜん,こーぜん,ぜん,4
近隣,きんりん,きんりん,りん,4
少少,しょーしょー,しょーしょー,ょー,6
トロール,とろーる,とろーる,ーる,4
おば,おば,おは,おは,2
心食虫,しんくいむし,しんくいむし,むし,6
記数,きすー,きすー,すー,3
ワープロソフト,わーぷろそふと,わーふろそふと,ふと,7
真珠貝,しんじゅがい,しんしゅかい,かい,6
南洋,なんよー,なんよー,よー,4
辺鄙,へんぴ,へんひ,んひ,3
翰林,かんりん,かんりん,りん,4
匈奴,きょーど,きょーと,ーと,4
麗筆,れいひつ,れいひつ,ひつ,4
万言,まんげん,まんけん,けん,4
馬具,ばぐ,はく,はく,2
済済,せいせい,せいせい,せい,4
済済,さいさい,さいさい,さい,4
ひうん,ひうん,ひうん,うん,3
巣,す,す,す,1
紙挟み,かみばさみ,かみはさみ,さみ,5
大作,たいさく,たいさく,さく,4
複素,ふくそ,ふくそ,くそ,3
フォアグラ,ふぉあぐら,ふぉあくら,くら,5
芽ばえ,めばえ,めはえ,はえ,3
鋼管,こーかん,こーかん,かん,4
テニス,てにす,てにす,にす,3
種もみ,たねもみ,たねもみ,もみ,4
民謡,みんよー,みんよー,よー,4
金輪際,こんりんざい,こんりんさい,さい,6
入れ替わり,いれかわり,いれかわり,わり,5
サーペンタイン,さーぺんたいん,さーへんたいん,いん,7
れい,れい,れい,れい,2
ノンブル,のんぶる,のんふる,ふる,4
雑種犬,ざっしゅけん,さっしゅけん,けん,6
ラス,らす,らす,らす,2
声音,せいおん,せいおん,おん,4
声音,こわね,こわね,わね,3
貧打,ひんだ,ひんた,んた,3
同山,どーさん,とーさん,さん,4
つくり笑い,つくりわらい,つくりわらい,らい,6
虫くい,むしくい,むしくい,くい,4
参謀,さんぼー,さんほー,ほー,4
俵,たわら,たわら,わら,3
公賓,こーひん,こーひん,ひん,4
節婦,せっぷ,せっふ,っふ,3
かばいろ,かばいろ,かはいろ,いろ,4
冷暖房,れいだんぼー,れいたんほー,ほー,6
人騒がせ,ひとさわがせ,ひとさわかせ,かせ,6
アフィン,あふぃん,あふぃん,ぃん,4
はずみ車,はずみぐるま,はすみくるま,るま,6
仁王門,におーもん,におーもん,もん,5
ウトウ,うとー,うとー,とー,3
プレースヒット,ぷれーすひっと,ふれーすひっと,っと,7
数刻,すーこく,すーこく,こく,4
片肌,かたはだ,かたはた,はた,4
義兄,ぎけい,きけい,けい,3
ハマオモト,はまおもと,はまおもと,もと,5
雪柳,ゆきやなぎ,ゆきやなき,なき,5
何人,なにびと,なにひと,ひと,4
何人,なんぴと,なんひと,ひと,4
南南西,なんなんせい,なんなんせい,せい,6
水害,すいがい,すいかい,かい,4
対数,たいすー,たいすー,すー,4
グルタミン酸,ぐるたみんさん,くるたみんさん,さん,7
雲路,くもじ,くもし,もし,3
ちゃきちゃき,ちゃきちゃき,ちゃきちゃき,ゃき,6
寸善尺魔,すんぜんしゃくま,すんぜんしゃくま,くま,8
ラスク,らすく,らすく,すく,3
捕虜,ほりょ,ほりょ,りょ,3
勝星,かちぼし,かちほし,ほし,4
パラフィン,ぱらふぃん,はらふぃん,ぃん,5
雪合戦,ゆきがっせん,ゆきかっせん,せん,6
伝統,でんとー,てんとー,とー,4
棟梁,とーりょー,とーりょー,ょー,5
艷美,えんび,えんひ,んひ,3
地つづき,じつずき,しつすき,すき,4
ブリキ,ぶりき,ふりき,りき,3
ショック,しょっく,しょっく,っく,4
ウズラ,うずら,うすら,すら,3
買い込み,かいこみ,かいこみ,こみ,4
脇戸,わきど,わきと,きと,3
捕物,とりもの,とりもの,もの,4
恋路,こいじ,こいし,いし,3
マキガイ,まきがい,まきかい,かい,4
リスプ,りすぷ,りすふ,すふ,3
巾着網,きんちゃくあみ,きんちゃくあみ,あみ,7
イトヤナギ,いとやなぎ,いとやなき,なき,5
慄然,りつぜん,りつぜん,ぜん,4
液晶,えきしょー,えきしょー,ょー,5
黄昏,たそがれ,たそかれ,かれ,4
インゴット,いんごっと,いんこっと,っと,5
幅ひろ,はばひろ,ははひろ,ひろ,4
旬日,じゅんじつ,しゅんしつ,しつ,5
古血,ふるち,ふるち,るち,3
幕あき,まくあき,まくあき,あき,4
窮屈,きゅーくつ,きゅーくつ,くつ,5
国劇,こくげき,こくけき,けき,4
中古,ちゅーこ,ちゅーこ,ーこ,4
ひょうたん,ひょーたん,ひょーたん,たん,5
両刀遣い,りょーとーずかい,りょーとーすかい,かい,8
生き甲斐,いきがい,いきかい,かい,4
死期,しき,しき,しき,2
見ぶり,みぶり,みふり,ふり,3
心当て,こころあて,こころあて,あて,5
若,わか,わか,わか,2
公債,こーさい,こーさい,さい,4
遠まわし,とーまわし,とーまわし,わし,5
皮針形,ひしんけい,ひしんけい,けい,5
偸安,とーあん,とーあん,あん,4
歌体,かたい,かたい,たい,3
一発必中,いっぱつひっちゅー,いっはつひっちゅー,ゅー,9
人あしらい,ひとあしらい,ひとあしらい,らい,6
甍,いらか,いらか,らか,3
害虫,がいちゅー,かいちゅー,ゅー,5
小当り,こあたり,こあたり,たり,4
既習,きしゅー,きしゅー,ゅー,4
お好み焼き,おこのみやき,おこのみやき,やき,6
七変化,しちへんげ,しちへんけ,んけ,5
詰腹,つめばら,つめはら,はら,4
きっかい,きっかい,きっかい,かい,4
烏金,からすがね,からすかね,かね,5
チューバ,ちゅーば,ちゅーは,ーは,4
大口,おーぐち,おーくち,くち,4
大口,おーくち,おーくち,くち,4
革緒,かわお,かわお,わお,3
ショートケーキ,しょーとけーき,しょーとけーき,ーき,7
サンド,さんど,さんと,んと,3
コゴメ,こごめ,ここめ,こめ,3
祝い金,いわいきん,いわいきん,きん,5
ファッションモデル,ふぁっしょんもでる,ふぁっしょんもてる,てる,9
諸語,しょご,しょこ,ょこ,3
つり橋,つりばし,つりはし,はし,4
すすき,すすき,すすき,すき,3
逮夜,たいや,たいや,いや,3
海星,ひとで,ひとて,とて,3
山腹,さんぷく,さんふく,ふく,4
虫下し,むしくだし,むしくたし,たし,5
ノット,のっと,のっと,っと,3
席入,せきいり,せきいり,いり,4
飛び道具,とびどーぐ,とひとーく,ーく,5
反対称,はんたいしょー,はんたいしょー,ょー,7
籍,せき,せき,せき,2
猿曳,さるひき,さるひき,ひき,4
立業,たちわざ,たちわさ,わさ,4
有精,ゆーせい,ゆーせい,せい,4
徒名,あだな,あたな,たな,3
損保,そんぽ,そんほ,んほ,3
断熱,だんねつ,たんねつ,ねつ,4
俯仰,ふぎょー,ふきょー,ょー,4
飽き性,あきしょー,あきしょー,ょー,5
一中節,いっちゅーぶし,いっちゅーふし,ふし,7
桐油,とーゆ,とーゆ,ーゆ,3
政敵,せいてき,せいてき,てき,4
辛みそ,からみそ,からみそ,みそ,4
麦作,むぎさく,むきさく,さく,4
手序,てついで,てついて,いて,4
状,じょー,しょー,ょー,3
微恙,びよー,ひよー,よー,3
漉し餡,こしあん,こしあん,あん,4
塞ぎ,ふさぎ,ふさき,さき,3
マットレス,まっとれす,まっとれす,れす,5
台無し,だいなし,たいなし,なし,4
心成し,こころなし,こころなし,なし,5
化けの皮,ばけのかわ,はけのかわ,かわ,5
蛇尾,だび,たひ,たひ,2
未知,みち,みち,みち,2
ダダイズム,だだいずむ,たたいすむ,すむ,5
邪道,じゃどー,しゃとー,とー,4
ヤラセ,やらせ,やらせ,らせ,3
語呂合わせ,ごろあわせ,ころあわせ,わせ,5
サンザシ,さんざし,さんさし,さし,4
辮髪,べんぱつ,へんはつ,はつ,4
前句付,まえくずけ,まえくすけ,すけ,5
草仮名,そーがな,そーかな,かな,4
朝霞,あさがすみ,あさかすみ,すみ,5
リスク,りすく,りすく,すく,3
曲馬,きょくば,きょくは,くは,4
薬酒,やくしゅ,やくしゅ,しゅ,4
チョウザメ,ちょーざめ,ちょーさめ,さめ,5
優勢,ゆーせい,ゆーせい,せい,4
冗語,じょーご,しょーこ,ーこ,4
密命,みつめい,みつめい,めい,4
独歩,どっぽ,とっほ,っほ,3
古俗,こぞく,こそく,そく,3
神仙,しんせん,しんせん,せん,4
若妻,わかずま,わかすま,すま,4
備品,びひん,ひひん,ひん,3
ひつ,ひつ,ひつ,ひつ,2
おさんどん,おさんどん,おさんとん,とん,5
はんき,はんき,はんき,んき,3
書状,しょじょー,しょしょー,ょー,5
路辺,ろへん,ろへん,へん,3
川淀,かわよど,かわよと,よと,4
湯玉,ゆだま,ゆたま,たま,3
テーブルセンター,てーぶるせんたー,てーふるせんたー,たー,8
身欠きニシン,みかきにしん,みかきにしん,しん,6
分かれ道,わかれみち,わかれみち,みち,5
深窓,しんそー,しんそー,そー,4
揚板,あげいた,あけいた,いた,4
袋だたき,ふくろだたき,ふくろたたき,たき,6
水産物,すいさんぶつ,すいさんふつ,ふつ,6
刺子,さしこ,さしこ,しこ,3
脂,あぶら,あふら,ふら,3
脂,やに,やに,やに,2
アスレチックルーム,あすれちっくるーむ,あすれちっくるーむ,ーむ,9
一夫多妻,いっぷたさい,いっふたさい,さい,6
左辺,さへん,さへん,へん,3
丸潰れ,まるつぶれ,まるつふれ,ふれ,5
無,む,む,む,1
手隙,てすき,てすき,すき,3
ノブ,のぶ,のふ,のふ,2
掻い掘り,かいぼり,かいほり,ほり,4
敵,てき,てき,てき,2
敵,かたき,かたき,たき,3
スペースシャトル,すぺーすしゃとる,すへーすしゃとる,とる,8
法輪,ほーりん,ほーりん,りん,4
配下,はいか,はいか,いか,3
手薄,てうす,てうす,うす,3
絹綿,きぬわた,きぬわた,わた,4
パンヤ,ぱんや,はんや,んや,3
立つ瀬,たつせ,たつせ,つせ,3
採光,さいこー,さいこー,こー,4
そぞろ言,そぞろごと,そそろこと,こと,5
フルセット,ふるせっと,ふるせっと,っと,5
リキュール,りきゅーる,りきゅーる,ーる,5
ライフワーク,らいふわーく,らいふわーく,ーく,6
懸崖,けんがい,けんかい,かい,4
両所,りょーしょ,りょーしょ,しょ,5
週間,しゅーかん,しゅーかん,かん,5
生母,せいぼ,せいほ,いほ,3
猛然,もーぜん,もーぜん,ぜん,4
すし,すし,すし,すし,2
ボールバン,ぼーるばん,ほーるはん,はん,5
最速,さいそく,さいそく,そく,4
五寸くぎ,ごすんくぎ,こすんくき,くき,5
落ちっぱなし,おちっぱなし,おちっはなし,なし,6
オトコエシ,おとこえし,おとこえし,えし,5
ダストシュート,だすとしゅーと,たすとしゅーと,ーと,7
のど,のど,のと,のと,2
飛越し文,とびこしぶん,とひこしふん,ふん,6
年期,ねんき,ねんき,んき,3
スボールクラブ,すぼーるくらぶ,すほーるくらふ,らふ,7
コミュニティ,こみゅにてぃ,こみゅにてぃ,てぃ,6
帰り車,かえりぐるま,かえりくるま,るま,6
夕やみ,ゆーやみ,ゆーやみ,やみ,4
彗星,すいせい,すいせい,せい,4
木陰,こかげ,こかけ,かけ,3
落とし穴,おとしあな,おとしあな,あな,5
盗み聞き,ぬすみぎき,ぬすみきき,きき,5
渡守,わたしもり,わたしもり,もり,5
錦地,きんち,きんち,んち,3
ぼうし,ぼうし,ほうし,うし,3
文意,ぶんい,ふんい,んい,3
町人,ちょーにん,ちょーにん,にん,5
カンテ,かんて,かんて,んて,3
楽しみ,たのしみ,たのしみ,しみ,4
神祖,しんそ,しんそ,んそ,3
渡者,わたりもの,わたりもの,もの,5
パラメタリスト,ぱらめたりすと,はらめたりすと,すと,7
三竦み,さんすくみ,さんすくみ,くみ,5
のし袋,のしぶくろ,のしふくろ,くろ,5
すみか,すみか,すみか,みか,3
バイバイ,ばいばい,はいはい,はい,4
高利回り,こーりまわり,こーりまわり,わり,6
活力,かつりょく,かつりょく,ょく,5
色相,しきそー,しきそー,そー,4
今日様,こんにちさま,こんにちさま,さま,6
一徹さ,いってつさ,いってつさ,つさ,5
プラント,ぷらんと,ふらんと,んと,4
内裏,だいり,たいり,いり,3
かすみ,かすみ,かすみ,すみ,3
弧状,こじょー,こしょー,ょー,4
市中金利,しちゅーきんり,しちゅーきんり,んり,7
番長,ばんちょー,はんちょー,ょー,5
海髪,おごのり,おこのり,のり,4
海髪,うご,うこ,うこ,2
海髪,おご,おこ,おこ,2
イヤ気,いやけ,いやけ,やけ,3
尋ねもの,たずねもの,たすねもの,もの,5
むささび,むささび,むささひ,さひ,4
復田,ふくでん,ふくてん,てん,4
おちょこ,おちょこ,おちょこ,ょこ,4
エコロジ,えころじ,えころし,ろし,4
社債,しゃさい,しゃさい,さい,4
サブシステム,さぶしすてむ,さふしすてむ,てむ,6
絵探し,えさがし,えさかし,かし,4
末日,まつじつ,まつしつ,しつ,4
茜色,あかねいろ,あかねいろ,いろ,5
オシロイバナ,おしろいばな,おしろいはな,はな,6
連れあい,つれあい,つれあい,あい,4
啄木鳥,きつつき,きつつき,つき,4
啄木鳥,けらつつき,けらつつき,つき,5
啄木鳥,けら,けら,けら,2
いわく付き,いわくつき,いわくつき,つき,5
必中,ひっちゅー,ひっちゅー,ゅー,5
滑り台,すべりだい,すへりたい,たい,5
ガラスケース,がらすけーす,からすけーす,ーす,6
突先,とっさき,とっさき,さき,4
悪道,あくどー,あくとー,とー,4
サラサ,さらさ,さらさ,らさ,3
豚まん,ぶたまん,ふたまん,まん,4
怪聞,かいぶん,かいふん,ふん,4
貨車,かしゃ,かしゃ,しゃ,3
もろ刃,もろは,もろは,ろは,3
気狂い水,きちがいみず,きちかいみす,みす,6
ウィズ,うぃず,うぃす,ぃす,3
スギゴケ,すぎごけ,すきこけ,こけ,4
出世間,しゅっせけん,しゅっせけん,けん,6
南ばん,なんばん,なんはん,はん,4
陣所,じんしょ,しんしょ,しょ,4
浮足,うきあし,うきあし,あし,4
気味合い,きみあい,きみあい,あい,4
急流,きゅーりゅー,きゅーりゅー,ゅー,6
手当たり,てあたり,てあたり,たり,4
幇間,ほーかん,ほーかん,かん,4
ステアリン,すてありん,すてありん,りん,5
ホ,ほ,ほ,ほ,1
山芋,やまいも,やまいも,いも,4
レーク,れーく,れーく,ーく,3
サクラ,さくら,さくら,くら,3
あかチン,あかちん,あかちん,ちん,4
貫長,かんちょー,かんちょー,ょー,5
同朋,どーほー,とーほー,ほー,4
サラセン,さらせん,さらせん,せん,4
花魁,おいらん,おいらん,らん,4
スパイ,すぱい,すはい,はい,3
新釈,しんしゃく,しんしゃく,ゃく,5
お爺さん,おじーさん,おしーさん,さん,5
金口,こんく,こんく,んく,3
金口,きんぐち,きんくち,くち,4
お年玉,おとしだま,おとしたま,たま,5
住居,じゅーきょ,しゅーきょ,きょ,5
山かけ,やまかけ,やまかけ,かけ,4
偏執病,へんしゅーびょー,へんしゅーひょー,ょー,8
鼻汁,はなしる,はなしる,しる,4
ジーメン,じーめん,しーめん,めん,4
原意,げんい,けんい,んい,3
草履,ぞーり,そーり,ーり,3
見栄っぱり,みえっぱり,みえっはり,はり,5
人煙,じんえん,しんえん,えん,4
スポーツドリンク,すぽーつどりんく,すほーつとりんく,んく,8
憎まれっ子,にくまれっこ,にくまれっこ,っこ,6
カデット,かでっと,かてっと,っと,4
硼酸,ほーさん,ほーさん,さん,4
ベーラム,べーらむ,へーらむ,らむ,4
ルピア,るぴあ,るひあ,ひあ,3
二十日正月,はつかしょーがつ,はつかしょーかつ,かつ,8
生ガキ,なまがき,なまかき,かき,4
ネームリング,ねーむりんぐ,ねーむりんく,んく,6
フェールセーフ,ふぇーるせーふ,ふぇーるせーふ,ーふ,7
二元論,にげんろん,にけんろん,ろん,5
ヤマブドウ,やまぶどー,やまふとー,とー,5
百歳,ももとせ,ももとせ,とせ,4
丁寧,ていねい,ていねい,ねい,4
軒数,けんすー,けんすー,すー,4
しんきゅうし,しんきゅーし,しんきゅーし,ーし,6
老少,ろーしょー,ろーしょー,ょー,5
嶮所,けんしょ,けんしょ,しょ,4
なで斬り,なでぎり,なてきり,きり,4
主,あるじ,あるし,るし,3
主,ぬし,ぬし,ぬし,2
主,しゅ,しゅ,しゅ,2
晦渋,かいじゅー,かいしゅー,ゅー,5
早分かり,はやわかり,はやわかり,かり,5
口止め,くちどめ,くちとめ,とめ,4
爪牙,そーが,そーか,ーか,3
南無阿弥陀仏,なむあみだぶつ,なむあみたふつ,ふつ,7
漁火,ぎょか,きょか,ょか,3
漁火,いさりび,いさりひ,りひ,4
佳什,かじゅー,かしゅー,ゅー,4
カブト虫,かぶとむし,かふとむし,むし,5
郵相,ゆーしょー,ゆーしょー,ょー,5
硝化,しょーか,しょーか,ーか,4
遅達,ちたつ,ちたつ,たつ,3
半量,はんりょー,はんりょー,ょー,5
航空機,こーくーき,こーくーき,ーき,5
つもり,つもり,つもり,もり,3
月毛,つきげ,つきけ,きけ,3
即金,そっきん,そっきん,きん,4
食欲,しょくよく,しょくよく,よく,5
光メモリ,ひかりめもり,ひかりめもり,もり,6
銀流し,ぎんながし,きんなかし,かし,5
海蛇,うみへび,うみへひ,へひ,4
小田巻蒸し,おだまきむし,おたまきむし,むし,6
研ぎもの,とぎもの,ときもの,もの,4
ラケット,らけっと,らけっと,っと,4
表作,おもてさく,おもてさく,さく,5
広間,ひろま,ひろま,ろま,3
ハプニング,はぷにんぐ,はふにんく,んく,5
苦肉,くにく,くにく,にく,3
いばらき,いばらき,いはらき,らき,4
三女,さんじょ,さんしょ,しょ,4
トゲ,とげ,とけ,とけ,2
強肩,きょーけん,きょーけん,けん,5
休園,きゅーえん,きゅーえん,えん,5
網戸,あみど,あみと,みと,3
撤饌,てっせん,てっせん,せん,4
ブックレビュー,ぶっくれびゅー,ふっくれひゅー,ゅー,7
カゼクサ,かぜくさ,かぜくさ,くさ,4
烏合,うごー,うこー,こー,3
管状,かんじょー,かんしょー,ょー,5
賀詞,がし,かし,かし,2
山山,やまやま,やまやま,やま,4
スーパバイザモード,すーぱばいざもーど,すーははいさもーと,ーと,9
馬ふん,ばふん,はふん,ふん,3
刈り取り,かりとり,かりとり,とり,4
はつ恋,はつこい,はつこい,こい,4
イッテルビウム,いってるびゅーむ,いってるひゅーむ,ーむ,8
遠巻き,とーまき,とーまき,まき,4
サルーン,さるーん,さるーん,ーん,4
ノリ,のり,のり,のり,2
上げ下ろし,あげおろし,あけおろし,ろし,5
語り,かたり,かたり,たり,3
ブンタン,ぶんたん,ふんたん,たん,4
小知,しょーち,しょーち,ーち,4
女結び,おんなむすび,おんなむすひ,すひ,6
水,みず,みす,みす,2
デング熱,でんぐねつ,てんくねつ,ねつ,5
奇習,きしゅー,きしゅー,ゅー,4
内玄関,うちげんかん,うちけんかん,かん,6
進取,しんしゅ,しんしゅ,しゅ,4
蜩,ひぐらし,ひくらし,らし,4
蜩,かなかな,かなかな,かな,4
案山子,かかし,かかし,かし,3
河床,かわどこ,かわとこ,とこ,4
河床,かしょー,かしょー,ょー,4
慣手段,かんしゅだん,かんしゅたん,たん,6
池畔,ちはん,ちはん,はん,3
ワンピース,わんぴーす,わんひーす,ーす,5
乳糖,にゅーとー,にゅーとー,とー,5
黄砂,こーさ,こーさ,ーさ,3
ポエム,ぽえむ,ほえむ,えむ,3
願書,がんしょ,かんしょ,しょ,4
生臭坊主,なまぐさぼーず,なまくさほーす,ーす,7
擬革,ぎかく,きかく,かく,3
刈,かり,かり,かり,2
板前,いたまえ,いたまえ,まえ,4
サファリ,さふぁり,さふぁり,ぁり,4
童蒙,どーもー,とーもー,もー,4
墓標,ぼひょー,ほひょー,ょー,4
墓標,はかじるし,はかしるし,るし,5
武鑑,ぶかん,ふかん,かん,3
袖畳み,そでだたみ,そてたたみ,たみ,5
経絡,けいらく,けいらく,らく,4
わらじ,わらじ,わらし,らし,3
日章旗,にっしょーき,にっしょーき,ーき,6
破廉恥,はれんち,はれんち,んち,4
掌編,しょーへん,しょーへん,へん,5
天元,てんげん,てんけん,けん,4
蒼然,そーぜん,そーぜん,ぜん,4
体格,たいかく,たいかく,かく,4
梵文,ぼんぶん,ほんふん,ふん,4
ファイバ,ふぁいば,ふぁいは,いは,4
石臼,いしうす,いしうす,うす,4
けん怠期,けんたいき,けんたいき,いき,5
幼年,よーねん,よーねん,ねん,4
今更,いまさら,いまさら,さら,4
おくて,おくて,おくて,くて,3
草,くさ,くさ,くさ,2
ブーム,ぶーむ,ふーむ,ーむ,3
店先,みせさき,みせさき,さき,4
紫陽花,あじさい,あしさい,さい,4
オフローダー,おふろーだー,おふろーたー,たー,6
勝手口,かってぐち,かってくち,くち,5
オオバコ,おーばこ,おーはこ,はこ,4
御礼返し,おれいがえし,おれいかえし,えし,6
ほろ酔い,ほろよい,ほろよい,よい,4
アルパカ,あるぱか,あるはか,はか,4
鮨,すし,すし,すし,2
人世,じんせい,しんせい,せい,4
妙,みょー,みょー,ょー,3
破篭,わりご,わりこ,りこ,3
フルペイアウト,ふるぺいあうと,ふるへいあうと,うと,7
勝算,しょーさん,しょーさん,さん,5
赤行嚢,あかこーのー,あかこーのー,のー,6
密勅,みっちょく,みっちょく,ょく,5
針仕事,はりしごと,はりしこと,こと,5
上士,じょーし,しょーし,ーし,4
賊名,ぞくめい,そくめい,めい,4
真只中,まっただなか,まったたなか,なか,6
飛,ひ,ひ,ひ,1
筆紙,ひっし,ひっし,っし,3
難病,なんびょー,なんひょー,ょー,5
スラッシュ,すらっしゅ,すらっしゅ,しゅ,5
当りさわり,あたりさわり,あたりさわり,わり,6
高節,こーせつ,こーせつ,せつ,4
エリア,えりあ,えりあ,りあ,3
ふくら雀,ふくらすずめ,ふくらすすめ,すめ,6
吉辰,きっしん,きっしん,しん,4
山家,やまが,やまか,まか,3
山家,さんか,さんか,んか,3
露払い,つゆはらい,つゆはらい,らい,5
環礁,かんしょー,かんしょー,ょー,5
ひより,ひより,ひより,より,3
衣紋竹,えもんだけ,えもんたけ,たけ,5
タオル地,たおるじ,たおるし,るし,4
カツヨウジュ,かつよーじゅ,かつよーしゅ,しゅ,6
冬場,ふゆば,ふゆは,ゆは,3
瑞,みず,みす,みす,2
徽章,きしょー,きしょー,ょー,4
松蘿,さるおがせ,さるおかせ,かせ,5
ノート,のーと,のーと,ーと,3
衣食,いしょく,いしょく,ょく,4
適所,てきしょ,てきしょ,しょ,4
近刊,きんかん,きんかん,かん,4
国是,こくぜ,こくぜ,くぜ,3
マネジメントサイクル,まねじめんとさいくる,まねしめんとさいくる,くる,10
秋宵,しゅーしょー,しゅーしょー,ょー,6
硲,はざま,はさま,さま,3
僧庵,そーあん,そーあん,あん,4
二型,にがた,にかた,かた,3
小田原提灯,おだわらじょーちん,おたわらしょーちん,ちん,9
かんがい,かんがい,かんかい,かい,4
みせしめ,みせしめ,みせしめ,しめ,4
フェスティヴァル,ふぇすてぃばる,ふぇすてぃはる,はる,7
曲事,きょくじ,きょくし,くし,4
曲事,くせごと,くせこと,こと,4
矢叫び,やさけび,やさけひ,けひ,4
スプン,すぷん,すふん,ふん,3
軍令,ぐんれい,くんれい,れい,4
ポジション,ぽじしょん,ほししょん,ょん,5
国状,こくじょー,こくしょー,ょー,5
綴じ,とじ,とし,とし,2
おはこ,おはこ,おはこ,はこ,3
急足,いそぎあし,いそきあし,あし,5
面立ち,おもだち,おもたち,たち,4
明太,めんたい,めんたい,たい,4
スポットライト,すぽっとらいと,すほっとらいと,いと,7
兵乱,へいらん,へいらん,らん,4
明り,あかり,あかり,かり,3
親米,しんべい,しんへい,へい,4
天上天下,てんじょーてんげ,てんしょーてんけ,んけ,8
つや出し,つやだし,つやたし,たし,4
石垣,いしがき,いしかき,かき,4
一季,いっき,いっき,っき,3
島山,しまやま,しまやま,やま,4
法医学,ほーいがく,ほーいかく,かく,5
先貸し,さきがし,さきかし,かし,4
新教,しんきょー,しんきょー,ょー,5
特販,とくはん,とくはん,はん,4
とうがん,とーがん,とーかん,かん,4
比喩,ひゆ,ひゆ,ひゆ,2
同館,どーかん,とーかん,かん,4
農,のー,のー,のー,2
語根,ごこん,ここん,こん,3
活仏,かつぶつ,かつふつ,ふつ,4
チーフメート,ちーふめーと,ちーふめーと,ーと,6
ショービニスム,しょーびにすむ,しょーひにすむ,すむ,7
霊剣,れいけん,れいけん,けん,4
カンガルー,かんがるー,かんかるー,るー,5
託け,ことずけ,ことすけ,すけ,4
耐用,たいよー,たいよー,よー,4
極月,ごくげつ,こくけつ,けつ,4
万々一,まんまんいち,まんまんいち,いち,6
消化せん,しょーかせん,しょーかせん,せん,6
重湯,おもゆ,おもゆ,もゆ,3
ディテール,でぃてーる,てぃてーる,ーる,5
カリエス,かりえす,かりえす,えす,4
堅忍不抜,けんにんふばつ,けんにんふはつ,はつ,7
追剥,おいはぎ,おいはき,はき,4
牽強付会,けんきょーふかい,けんきょーふかい,かい,8
心神,しんしん,しんしん,しん,4
放れ業,はなれわざ,はなれわさ,わさ,5
無敗,むはい,むはい,はい,3
ふれこみ,ふれこみ,ふれこみ,こみ,4
カレンズ,かれんず,かれんす,んす,4
殿舎,でんしゃ,てんしゃ,しゃ,4
短夜,たんや,たんや,んや,3
短夜,みじかよ,みしかよ,かよ,4
折鶴,おりずる,おりする,する,4
やかく,やかく,やかく,かく,3
シマ,しま,しま,しま,2
請人,うけにん,うけにん,にん,4
天神,てんじん,てんしん,しん,4
ちぢれ毛,ちじれげ,ちしれけ,れけ,4
ケシゴム,けしごむ,けしこむ,こむ,4
セクレタリー,せくれたりー,せくれたりー,りー,6
シリアルポール,しりあるぽーる,しりあるほーる,ーる,7
バネ,ばね,はね,はね,2
利刃,りじん,りしん,しん,3
各界,かくかい,かくかい,かい,4
各界,かっかい,かっかい,かい,4
正教会,せいきょーかい,せいきょーかい,かい,7
草かんむり,くさかんむり,くさかんむり,むり,6
たすき,たすき,たすき,すき,3
筐,かたみ,かたみ,たみ,3
俗離れ,ぞくばなれ,そくはなれ,なれ,5
合従,がっしょー,かっしょー,ょー,5
四拍子,しびょーし,しひょーし,ーし,5
