surface,reading,reading_seion,reading_search,count_hira
うま,うま,うま,うま,2
達美,たつみ,たつみ,つみ,3
小桜町,こざくらちょー,こさくらちょー,ょー,7
たけの,たけの,たけの,けの,3
定輔,ていすけ,ていすけ,すけ,4
下吉沢,しもきちさわ,しもきちさわ,さわ,6
誠司,せいじ,せいし,いし,3
絵里,えり,えり,えり,2
壱成,いっせい,いっせい,せい,4
坂庭,さかにわ,さかにわ,にわ,4
西条,さいじょー,さいしょー,ょー,5
西条,にしじょー,にししょー,ょー,5
仁明,にんみょー,にんみょー,ょー,5
ちぐさ,ちぐさ,ちくさ,くさ,3
倉沢,くらさわ,くらさわ,さわ,4
美那子,みなこ,みなこ,なこ,3
西丸,にしまる,にしまる,まる,4
魁蕾,かいらい,かいらい,らい,4
西町,にしまち,にしまち,まち,4
上月,こーずき,こーすき,すき,4
國浩,くにひろ,くにひろ,ひろ,4
素之,もとゆき,もとゆき,ゆき,4
佳昭,よしあき,よしあき,あき,4
濱松,はままつ,はままつ,まつ,4
茂子,しげこ,しけこ,けこ,3
数夫,かずお,かすお,すお,3
みゑ子,みえこ,みえこ,えこ,3
源太郎,げんたろー,けんたろー,ろー,5
秀世,ひでよ,ひてよ,てよ,3
岸川,きしかわ,きしかわ,かわ,4
査麗芳,されいほー,されいほー,ほー,5
加沢,かざわ,かさわ,さわ,3
小船,おぶね,おふね,ふね,3
西元,にしもと,にしもと,もと,4
梅皐,ばいこー,はいこー,こー,4
亀倉,かめくら,かめくら,くら,4
登喜男,ときお,ときお,きお,3
ふじみ,ふじみ,ふしみ,しみ,3
国貞,くにさだ,くにさた,さた,4
串間,くしま,くしま,しま,3
矢作,やさく,やさく,さく,3
矢作,やはぎ,やはき,はき,3
瞳いつか,ひとみいつか,ひとみいつか,つか,6
やすみ,やすみ,やすみ,すみ,3
津下,つした,つした,した,3
上柳,うえやなぎ,うえやなき,なき,5
敏一,としかず,としかす,かす,4
敏一,としいち,としいち,いち,4
イクエ,いくえ,いくえ,くえ,3
弘中,ひろなか,ひろなか,なか,4
弓恵,ゆみえ,ゆみえ,みえ,3
理美,さとみ,さとみ,とみ,3
近江,おーみ,おーみ,ーみ,3
勝文,かつふみ,かつふみ,ふみ,4
真智雄,まちお,まちお,ちお,3
茉由,まゆ,まゆ,まゆ,2
聰,さとし,さとし,とし,3
聰,そー,そー,そー,2
奉文,ともゆき,ともゆき,ゆき,4
鳥越,とりこし,とりこし,こし,4
鳥越,とりごえ,とりこえ,こえ,4
橘村,きっそん,きっそん,そん,4
増森,ますもり,ますもり,もり,4
尚貴,なおき,なおき,おき,3
長谷部,はせべ,はせへ,せへ,3
牧太,まきた,まきた,きた,3
健司,けんじ,けんし,んし,3
健司,たけし,たけし,けし,3
羽生田,はにゅーだ,はにゅーた,ーた,5
景元,かげもと,かけもと,もと,4
はるか,はるか,はるか,るか,3
ルイ,るい,るい,るい,2
威一郎,いいちろー,いいちろー,ろー,5
千厩,せんまや,せんまや,まや,4
吹田,ふきた,ふきた,きた,3
吹田,すいた,すいた,いた,3
香也子,かやこ,かやこ,やこ,3
八束,やつか,やつか,つか,3
カズエ,かずえ,かすえ,すえ,3
多良木,たらぎ,たらき,らき,3
マサヨ,まさよ,まさよ,さよ,3
リクード,りくーど,りくーと,ーと,4
末沢,すえざわ,すえさわ,さわ,4
利重,とししげ,とししけ,しけ,4
英実,ひでみ,ひてみ,てみ,3
伸江,のぶえ,のふえ,ふえ,3
若,わか,わか,わか,2
木股,きまた,きまた,また,3
沢江,さわえ,さわえ,わえ,3
堺本,さかいもと,さかいもと,もと,5
ミサオ,みさお,みさお,さお,3
佐冶,さじ,さし,さし,2
順吉,じゅんきち,しゅんきち,きち,5
神功,じんぐー,しんくー,くー,4
木曾,きそ,きそ,きそ,2
友夫,ともお,ともお,もお,3
とわ,とわ,とわ,とわ,2
二上,ふたかみ,ふたかみ,かみ,4
二上,にかみ,にかみ,かみ,3
二上,ふたがみ,ふたかみ,かみ,4
西蔵,とりぞー,とりそー,そー,4
ヤナーエフ,やなーえふ,やなーえふ,えふ,5
玄基栄,げんきえい,けんきえい,えい,5
喜多村,きたむら,きたむら,むら,4
恒助,つねすけ,つねすけ,すけ,4
浅二郎,あさじろー,あさしろー,ろー,5
柴垣,しばがき,しはかき,かき,4
弘太郎,こーたろー,こーたろー,ろー,5
明下,あけした,あけした,した,4
ともみ,ともみ,ともみ,もみ,3
伸雄,のぶお,のふお,ふお,3
衛,まもる,まもる,もる,3
名美,なみ,なみ,なみ,2
志帆,しほ,しほ,しほ,2
幸三,こーぞー,こーそー,そー,4
與三吉,よさきち,よさきち,きち,4
修市,しゅーいち,しゅーいち,いち,5
為之,ためゆき,ためゆき,ゆき,4
洋明,ひろあき,ひろあき,あき,4
昇,のぼる,のほる,ほる,3
信徳,しんとく,しんとく,とく,4
マイケル富岡,まいけるとみおか,まいけるとみおか,おか,8
俵谷,たわらや,たわらや,らや,4
悦治,えつじ,えつし,つし,3
芭蕉,ばしょー,はしょー,ょー,4
寿猿,じゅえん,しゅえん,えん,4
菊地,きくち,きくち,くち,3
やす江,やすえ,やすえ,すえ,3
良次,りょーじ,りょーし,ーし,4
克実,かつみ,かつみ,つみ,3
串橋,くしはし,くしはし,はし,4
弘一,こーいち,こーいち,いち,4
弘一,ひろかず,ひろかす,かす,4
秋川,あきかわ,あきかわ,かわ,4
秋川,あきがわ,あきかわ,かわ,4
ビクトリア,びくとりあ,ひくとりあ,りあ,5
池谷,いけがや,いけかや,かや,4
池谷,いけのや,いけのや,のや,4
池谷,いけや,いけや,けや,3
池谷,いけたに,いけたに,たに,4
唐津,からつ,からつ,らつ,3
三平,さんぺい,さんへい,へい,4
雅士,まさし,まさし,さし,3
久治郎,きゅーじろー,きゅーしろー,ろー,6
奈良丸,ならまる,ならまる,まる,4
裕三,ゆーぞー,ゆーそー,そー,4
衣川,きぬがわ,きぬかわ,かわ,4
南部,なんぶ,なんふ,んふ,3
南部,みなべ,みなへ,なへ,3
弥寿子,やすこ,やすこ,すこ,3
牟田,むた,むた,むた,2
鎌ヶ谷,かまがや,かまかや,かや,4
聖名,せな,せな,せな,2
鶴枝,つるえ,つるえ,るえ,3
喜美雄,きみお,きみお,みお,3
黄棟和,おーとーわ,おーとーわ,ーわ,5
トメノ,とめの,とめの,めの,3
八重美,やえみ,やえみ,えみ,3
照沼,てるぬま,てるぬま,ぬま,4
金光燮,きんこーしょー,きんこーしょー,ょー,7
下新川,しもにーかわ,しもにーかわ,かわ,6
唄子,うたこ,うたこ,たこ,3
はつえ,はつえ,はつえ,つえ,3
東儀,とーき,とーき,ーき,3
東儀,とーぎ,とーき,ーき,3
熊手,くまで,くまて,まて,3
潤子,じゅんこ,しゅんこ,んこ,4
康雄,やすお,やすお,すお,3
千秋,ちあき,ちあき,あき,3
盛見,もりみ,もりみ,りみ,3
雄大,たけひろ,たけひろ,ひろ,4
雄大,ゆーだい,ゆーたい,たい,4
趙,ちょー,ちょー,ょー,3
朝倉,あさくら,あさくら,くら,4
克典,かつのり,かつのり,のり,4
浅科,あさしな,あさしな,しな,4
秀忠,ひでただ,ひてたた,たた,4
殖栗,うえぐり,うえくり,くり,4
厚見,あつみ,あつみ,つみ,3
履軒,りけん,りけん,けん,3
礼奈,れいな,れいな,いな,3
千坂,ちさか,ちさか,さか,3
房之丞,ふさのじょー,ふさのしょー,ょー,6
仁恵,きみえ,きみえ,みえ,3
外喜雄,ときお,ときお,きお,3
ホーネッカー,ほーねっかー,ほーねっかー,かー,6
洋司,よーじ,よーし,ーし,3
ウラジミル,うらじみる,うらしみる,みる,5
秋ちえみ,あきちえみ,あきちえみ,えみ,5
ベアード,べあーど,へあーと,ーと,4
欣司,きんじ,きんし,んし,3
千鶴子,ちずこ,ちすこ,すこ,3
録郎,ろくろー,ろくろー,ろー,4
川浜,かわはま,かわはま,はま,4
博典,ひろのり,ひろのり,のり,4
孝明,たかあき,たかあき,あき,4
ボギー,ぼぎー,ほきー,きー,3
恵美香,えみか,えみか,みか,3
利恵子,りえこ,りえこ,えこ,3
眞喜雄,まきお,まきお,きお,3
チヨ子,ちよこ,ちよこ,よこ,3
和広,かずひろ,かすひろ,ひろ,4
麻矢子,まやこ,まやこ,やこ,3
富勝,とみかつ,とみかつ,かつ,4
卯吉,うきち,うきち,きち,3
倉造,くらぞー,くらそー,そー,4
入生田,いりうだ,いりうた,うた,4
田口,たぐち,たくち,くち,3
エイドリアン,えいどりあん,えいとりあん,あん,6
大丸,おーまる,おーまる,まる,4
一馬,かずま,かすま,すま,3
清幸,きよゆき,きよゆき,ゆき,4
梶田,かじた,かした,した,3
王顕波,おーけんは,おーけんは,んは,5
照治,てるじ,てるし,るし,3
長屋,ながや,なかや,かや,3
西台,にしだい,にしたい,たい,4
北上,きたかみ,きたかみ,かみ,4
治夫,はるお,はるお,るお,3
有礼,ありのり,ありのり,のり,4
智文,ともふみ,ともふみ,ふみ,4
五個荘,ごかしょー,こかしょー,ょー,5
昌利,まさとし,まさとし,とし,4
松川,まつかわ,まつかわ,かわ,4
かづゑ,かずえ,かすえ,すえ,3
守時,もりとき,もりとき,とき,4
満男,みつお,みつお,つお,3
アサヱ,あさえ,あさえ,さえ,3
高平,たかひら,たかひら,ひら,4
良晃,よしあき,よしあき,あき,4
市村,いちむら,いちむら,むら,4
松口,まつぐち,まつくち,くち,4
喜一郎,きいちろー,きいちろー,ろー,5
ヤプ,やぷ,やふ,やふ,2
綱田,つなだ,つなた,なた,3
天草,あまくさ,あまくさ,くさ,4
北村,きたむら,きたむら,むら,4
香純,かすみ,かすみ,すみ,3
卜伝,ぼくでん,ほくてん,てん,4
山見,やまみ,やまみ,まみ,3
若村,わかむら,わかむら,むら,4
平造,へいぞー,へいそー,そー,4
哲郎,てつろー,てつろー,ろー,4
哲郎,てつお,てつお,つお,3
恭兵,きょーへい,きょーへい,へい,5
貞三,ていぞー,ていそー,そー,4
寛幸,ひろゆき,ひろゆき,ゆき,4
照文,てるぶみ,てるふみ,ふみ,4
梨加,りか,りか,りか,2
蔦谷,つたや,つたや,たや,3
克己,かつみ,かつみ,つみ,3
未散,みちる,みちる,ちる,3
浩徳,ひろのり,ひろのり,のり,4
山口,やまぐち,やまくち,くち,4
山口,やまくち,やまくち,くち,4
かしわ,かしわ,かしわ,しわ,3
りこ,りこ,りこ,りこ,2
伸一,しんいち,しんいち,いち,4
伸一,のぶかず,のふかす,かす,4
三ッ矢,みつや,みつや,つや,3
千雅,ちか,ちか,ちか,2
伸洋,のぶひろ,のふひろ,ひろ,4
シャハニ,しゃはに,しゃはに,はに,4
須釜,すがま,すかま,かま,3
西浜,にしはま,にしはま,はま,4
知里,ちさと,ちさと,さと,3
寺本,てらもと,てらもと,もと,4
彰敏,あきとし,あきとし,とし,4
正廣,まさひろ,まさひろ,ひろ,4
思軒,しけん,しけん,けん,3
耕世,こーせい,こーせい,せい,4
謙蔵,けんぞー,けんそー,そー,4
鹿本,かもと,かもと,もと,3
郡次郎,ぐんじろー,くんしろー,ろー,5
喜好,きよし,きよし,よし,3
貴美江,きみえ,きみえ,みえ,3
涌沢,わくさわ,わくさわ,さわ,4
久次郎,きゅーじろー,きゅーしろー,ろー,6
映子,えいこ,えいこ,いこ,3
映子,あきこ,あきこ,きこ,3
美静,よししず,よししす,しす,4
吉宗,よしむね,よしむね,むね,4
善,よし,よし,よし,2
古座,こざ,こさ,こさ,2
平維盛,たいらのこれもり,たいらのこれもり,もり,8
シンドラー,しんどらー,しんとらー,らー,5
高円宮,たかまどのみや,たかまとのみや,みや,7
椎名,しいな,しいな,いな,3
久則,ひさのり,ひさのり,のり,4
寿明,としあき,としあき,あき,4
春陽,はるひ,はるひ,るひ,3
山根,やまね,やまね,まね,3
菅,かん,かん,かん,2
菅,すが,すか,すか,2
菅,すげ,すけ,すけ,2
坂元雪鳥,さかもとせっちょー,さかもとせっちょー,ょー,9
静代,しずよ,しすよ,すよ,3
隆景,たかかげ,たかかけ,かけ,4
五上,ごじょー,こしょー,ょー,4
五上,ごがみ,こかみ,かみ,3
秋生,あきお,あきお,きお,3
秋生,あきみ,あきみ,きみ,3
秋生,しゅーせい,しゅーせい,せい,5
麻里茂,まりも,まりも,りも,3
美憂,みゆ,みゆ,みゆ,2
美憂,みゆー,みゆー,ゆー,3
いさの,いさの,いさの,さの,3
晋,すすむ,すすむ,すむ,3
晋,しん,しん,しん,2
麻記子,まきこ,まきこ,きこ,3
谷地舘,やちだて,やちたて,たて,4
吉次郎,きちじろー,きちしろー,ろー,5
仲西,なかにし,なかにし,にし,4
サンペイ,さんぺい,さんへい,へい,4
惇夫,あつお,あつお,つお,3
定満,さだみつ,さたみつ,みつ,4
レオ,れお,れお,れお,2
武士,たけし,たけし,けし,3
生熊,いくま,いくま,くま,3
虎次,とらじ,とらし,らし,3
七役,ななやく,ななやく,やく,4
仁史,ひとし,ひとし,とし,3
のぼる,のぼる,のほる,ほる,3
難波,なにわ,なにわ,にわ,3
難波,なんば,なんは,んは,3
宣昭,のりあき,のりあき,あき,4
忠春,ただはる,たたはる,はる,4
純男,すみお,すみお,みお,3
上富野,かみとみの,かみとみの,みの,5
安男,やすお,やすお,すお,3
一惠,かずえ,かすえ,すえ,3
櫟本,いちのもと,いちのもと,もと,5
ユイ,ゆい,ゆい,ゆい,2
北内,きたうち,きたうち,うち,4
陽太郎,よーたろー,よーたろー,ろー,5
貴俊,たかとし,たかとし,とし,4
阿桑,あくわ,あくわ,くわ,3
治綱,はるつな,はるつな,つな,4
公司,こーじ,こーし,ーし,3
さゑ子,さえこ,さえこ,えこ,3
臨太郎,りんたろー,りんたろー,ろー,5
大西,おーにし,おーにし,にし,4
ビント,びんと,ひんと,んと,3
庸子,よーこ,よーこ,ーこ,3
恒正,つねまさ,つねまさ,まさ,4
晋一,しんいち,しんいち,いち,4
恒郎,つねお,つねお,ねお,3
悌治,ていじ,ていし,いし,3
千鶴江,ちずえ,ちすえ,すえ,3
すゑの,すえの,すえの,えの,3
但馬,たじま,たしま,しま,3
ため子,ためこ,ためこ,めこ,3
豊穎,とよかい,とよかい,かい,4
萬次郎,まんじろー,まんしろー,ろー,5
ドミニク,どみにく,とみにく,にく,4
五大,ごだい,こたい,たい,3
みとい,みとい,みとい,とい,3
平江,ひらえ,ひらえ,らえ,3
英三郎,えいざぶろー,えいさふろー,ろー,6
レイラ,れいら,れいら,いら,3
恒孝,つねたか,つねたか,たか,4
真央,まお,まお,まお,2
義司,よしじ,よしし,しし,3
太蔵,たぞー,たそー,そー,3
真木,まき,まき,まき,2
真木,まさき,まさき,さき,3
卓也,たくや,たくや,くや,3
一栄,かずえ,かすえ,すえ,3
益夫,ますお,ますお,すお,3
秋篠宮,あきしののみや,あきしののみや,みや,7
英郎,ひでお,ひてお,てお,3
白島,しらしま,しらしま,しま,4
白島,しろしま,しろしま,しま,4
浩司,こーじ,こーし,ーし,3
いさ子,いさこ,いさこ,さこ,3
とき江,ときえ,ときえ,きえ,3
島本,しまもと,しまもと,もと,4
青沼,あおぬま,あおぬま,ぬま,4
旭天鵬,きょくてんほー,きょくてんほー,ほー,7
知治,ともはる,ともはる,はる,4
鎌倉,かまくら,かまくら,くら,4
乞食井月,こじきせいげつ,こしきせいけつ,けつ,7
秀雄,ひでお,ひてお,てお,3
規江,のりえ,のりえ,りえ,3
福沢,ふくさわ,ふくさわ,さわ,4
福沢,ふくざわ,ふくさわ,さわ,4
大ちゃん,だいちゃん,たいちゃん,ゃん,5
棚夏,たなか,たなか,なか,3
三奈江,みなえ,みなえ,なえ,3
喜代恵,きよえ,きよえ,よえ,3
直巳,なおみ,なおみ,おみ,3
也実,なりみ,なりみ,りみ,3
ゑみ子,えみこ,えみこ,みこ,3
尚充,なおみつ,なおみつ,みつ,4
高山樗牛,たかやまちょぎゅー,たかやまちょきゅー,ゅー,9
淋代,さびしろ,さひしろ,しろ,4
朱里,じゅり,しゅり,ゅり,3
里花,りか,りか,りか,2
志美子,しみこ,しみこ,みこ,3
龍生,たつお,たつお,つお,3
舞田,まいた,まいた,いた,3
泰宏,やすひろ,やすひろ,ひろ,4
勇子,ゆーこ,ゆーこ,ーこ,3
目時,めとき,めとき,とき,3
英二郎,えいじろー,えいしろー,ろー,5
祥,さち,さち,さち,2
祥,しょー,しょー,ょー,3
千咲,ちさく,ちさく,さく,3
精二,せいじ,せいし,いし,3
ツタ子,つたこ,つたこ,たこ,3
白楽,はくらく,はくらく,らく,4
カダフィ,かだふぃ,かたふぃ,ふぃ,4
美鶴,みつる,みつる,つる,3
古味,こみ,こみ,こみ,2
築達,ちくだて,ちくたて,たて,4
要,かなめ,かなめ,なめ,3
宣長,のりなが,のりなか,なか,4
来宮,くるみや,くるみや,みや,4
小市,こいち,こいち,いち,3
沙良,さら,さら,さら,2
赤瀬,あかせ,あかせ,かせ,3
藍田,あいだ,あいた,いた,3
宗厳,むねよし,むねよし,よし,4
韓城県,かんじょーけん,かんしょーけん,けん,7
光月,こーずき,こーすき,すき,4
次子,つぎこ,つきこ,きこ,3
押水,おしみず,おしみす,みす,4
阿本,あもと,あもと,もと,3
さくよ,さくよ,さくよ,くよ,3
イゼトベゴビッチ,いぜとべごびっち,いぜとへこひっち,っち,8
高畑,たかはた,たかはた,はた,4
茉侑,まゆ,まゆ,まゆ,2
江戸家,えどや,えとや,とや,3
資始,すけはる,すけはる,はる,4
前川,まえかわ,まえかわ,かわ,4
藤蔭,とーいん,とーいん,いん,4
正章,まさあき,まさあき,あき,4
哲生,てつお,てつお,つお,3
保々,ほぼ,ほほ,ほほ,2
青邨,せいそん,せいそん,そん,4
雅清,まさきよ,まさきよ,きよ,4
蔵治郎,くらじろー,くらしろー,ろー,5
多久,たく,たく,たく,2
雅良,まさよし,まさよし,よし,4
四辻,よつつじ,よつつし,つし,4
徳久,とくひさ,とくひさ,ひさ,4
藤野,ふじの,ふしの,しの,3
中,かなえ,かなえ,なえ,3
中,あたる,あたる,たる,3
富永,とみなが,とみなか,なか,4
碧梧桐,へきごとー,へきことー,とー,5
木栖,きすみ,きすみ,すみ,3
中丸,なかまる,なかまる,まる,4
春日井,かすがい,かすかい,かい,4
孝雄,たかお,たかお,かお,3
木ノ実,きのみ,きのみ,のみ,3
義太夫,ぎだゆー,きたゆー,ゆー,4
吉和,よしかず,よしかす,かす,4
豊泉,とよいずみ,とよいすみ,すみ,5
家斉,いえなり,いえなり,なり,4
久枝,ひさえだ,ひさえた,えた,4
大坪,おーつぼ,おーつほ,つほ,4
国枝,くにえ,くにえ,にえ,3
嘉夫,よしお,よしお,しお,3
魚井,うおい,うおい,おい,3
歌司,うたし,うたし,たし,3
嶺雲,れいうん,れいうん,うん,4
百石,ももいし,ももいし,いし,4
ジャクソン,じゃくそん,しゃくそん,そん,5
バシェフスキー,ばしぇふすきー,はしぇふすきー,きー,7
明間,あけま,あけま,けま,3
安右衛門,やすえもん,やすえもん,もん,5
理佐,りさ,りさ,りさ,2
光国,みつくに,みつくに,くに,4
西陣,にしじん,にししん,しん,4
孝男,たかお,たかお,かお,3
大周,たいしゅー,たいしゅー,ゅー,5
金敬得,きむきょんどく,きむきょんとく,とく,7
重徳,しげのり,しけのり,のり,4
重徳,しげとく,しけとく,とく,4
重徳,しげとみ,しけとみ,とみ,4
悟志,さとし,さとし,とし,3
房江,ふさえ,ふさえ,さえ,3
ビリー,びりー,ひりー,りー,3
王冶坪,おーじへい,おーしへい,へい,5
北館,きただて,きたたて,たて,4
弘久,ひろひさ,ひろひさ,ひさ,4
ガリ,がり,かり,かり,2
正成,まさしげ,まさしけ,しけ,4
角熊,つのくま,つのくま,くま,4
民樹,たみき,たみき,みき,3
可絵,かえ,かえ,かえ,2
貴志,きし,きし,きし,2
千亦,ちまた,ちまた,また,3
ライラ,らいら,らいら,いら,3
晶川,しょーせん,しょーせん,せん,5
保田,やすだ,やすた,すた,3
典文,のりふみ,のりふみ,ふみ,4
大阿久,おーあく,おーあく,あく,4
光用,みつもち,みつもち,もち,4
哲也,てつや,てつや,つや,3
友平,ともへい,ともへい,へい,4
石町,こくまち,こくまち,まち,4
いさこ,いさこ,いさこ,さこ,3
奈良橋,ならはし,ならはし,はし,4
久崎,ひさざき,ひささき,さき,4
本所,ほんじょ,ほんしょ,しょ,4
チアリ,ちあり,ちあり,あり,3
上治,うえじ,うえし,えし,3
善洋,よしひろ,よしひろ,ひろ,4
理花,りか,りか,りか,2
封介,ほーすけ,ほーすけ,すけ,4
タウト,たうと,たうと,うと,3
黒住,くろずみ,くろすみ,すみ,4
千鶴,ちずる,ちする,する,3
道子,みちこ,みちこ,ちこ,3
黄鄭淑賢,こーていしゅくけん,こーていしゅくけん,けん,9
呉道玄,ごどーげん,ことーけん,けん,5
梨香子,りかこ,りかこ,かこ,3
茂々太郎,ももたろー,ももたろー,ろー,5
六ケ所,ろっかしょ,ろっかしょ,しょ,5
邦,くに,くに,くに,2
寅市,とらいち,とらいち,いち,4
ハリソン,はりそん,はりそん,そん,4
石栗,いしぐり,いしくり,くり,4
銑三,せんぞー,せんそー,そー,4
井芹,いせり,いせり,せり,3
トミヱ,とみえ,とみえ,みえ,3
植松,うえまつ,うえまつ,まつ,4
たかみ,たかみ,たかみ,かみ,3
大宇陀,おーうだ,おーうた,うた,4
裕康,ひろやす,ひろやす,やす,4
オハラ,おはら,おはら,はら,3
羊子,よーこ,よーこ,ーこ,3
信玄,しんげん,しんけん,けん,4
國勝,くにかつ,くにかつ,かつ,4
有安,ありやす,ありやす,やす,4
盧,の,の,の,1
秋乃,あきの,あきの,きの,3
凌,りょー,りょー,ょー,3
木戸口,きどぐち,きとくち,くち,4
艸太,そーた,そーた,ーた,3
沙都子,さとこ,さとこ,とこ,3
瀬戸口,せとぐち,せとくち,くち,4
義三郎,ぎさぶろー,きさふろー,ろー,5
義三郎,よしさぶろー,よしさふろー,ろー,6
昌福,まさとみ,まさとみ,とみ,4
尚之,なおゆき,なおゆき,ゆき,4
有輝,ゆき,ゆき,ゆき,2
秀央,ひでお,ひてお,てお,3
秀央,ひでなか,ひてなか,なか,4
劉華清,りゅーかせい,りゅーかせい,せい,6
稲場,いなば,いなは,なは,3
初台,はつだい,はつたい,たい,4
修平,しゅーへい,しゅーへい,へい,5
岳彦,たけひこ,たけひこ,ひこ,4
敬之助,けいのすけ,けいのすけ,すけ,5
亥太郎,いたろー,いたろー,ろー,4
仁一郎,にいちろー,にいちろー,ろー,5
すずの,すずの,すすの,すの,3
勲一,くんいち,くんいち,いち,4
敏弘,としひろ,としひろ,ひろ,4
原抱一庵,はらほーいつあん,はらほーいつあん,あん,8
優,ゆー,ゆー,ゆー,2
優,まさる,まさる,さる,3
優,ゆたか,ゆたか,たか,3
優,すぐる,すくる,くる,3
その子,そのこ,そのこ,のこ,3
延弘,のぶひろ,のふひろ,ひろ,4
雨野,あまの,あまの,まの,3
友広,ともひろ,ともひろ,ひろ,4
花の本芹舎,はなのもときんしゃ,はなのもときんしゃ,しゃ,9
千束,ちずか,ちすか,すか,3
美砂,みさ,みさ,みさ,2
二口,ふたくち,ふたくち,くち,4
月郊,げっこー,けっこー,こー,4
赤司,あかし,あかし,かし,3
龍野,たつの,たつの,つの,3
露口,つゆぐち,つゆくち,くち,4
井上毅,いのうえこわし,いのうえこわし,わし,7
洋子,よーこ,よーこ,ーこ,3
洋子,ひろこ,ひろこ,ろこ,3
亨吉,こーきち,こーきち,きち,4
ハテナ,はてな,はてな,てな,3
辻堂,つじどー,つしとー,とー,4
大信田,おーしだ,おーした,した,4
猿翁,えんおー,えんおー,おー,4
由圭,ゆか,ゆか,ゆか,2
杉雄,すぎお,すきお,きお,3
十三子,とみこ,とみこ,みこ,3
高見沢,たかみざわ,たかみさわ,さわ,5
黒丸,くろまる,くろまる,まる,4
竜男,たつお,たつお,つお,3
野津原,のつはる,のつはる,はる,4
蘋園,ひんえん,ひんえん,えん,4
芳子,よしこ,よしこ,しこ,3
まつえ,まつえ,まつえ,つえ,3
恵比根,えびね,えひね,ひね,3
信代,のぶよ,のふよ,ふよ,3
令三,けいぞー,けいそー,そー,4
貞助,ていすけ,ていすけ,すけ,4
貞助,さだすけ,さたすけ,すけ,4
利加子,りかこ,りかこ,かこ,3
鹿追,しかおい,しかおい,おい,4
蘇峰,そほー,そほー,ほー,3
久通,ひさみち,ひさみち,みち,4
藤崎,ふじさき,ふしさき,さき,4
忠喜,ちゅーき,ちゅーき,ーき,4
ヘンドリクス,へんどりくす,へんとりくす,くす,6
智惠子,ちえこ,ちえこ,えこ,3
康三,やすぞー,やすそー,そー,4
金巻,かねまき,かねまき,まき,4
フョードロフ,ふょーどろふ,ふょーとろふ,ろふ,6
芹,せり,せり,せり,2
パラモノワ,ぱらものわ,はらものわ,のわ,5
ゴールドベルク,ごーるどべるく,こーるとへるく,るく,7
美夫,よしお,よしお,しお,3
本親,もとちか,もとちか,ちか,4
重好,しげよし,しけよし,よし,4
義哉,よしや,よしや,しや,3
四海,しかい,しかい,かい,3
公子,きみこ,きみこ,みこ,3
達之,たつゆき,たつゆき,ゆき,4
徳郎,とくろー,とくろー,ろー,4
徳郎,よしお,よしお,しお,3
裕行,ひろゆき,ひろゆき,ゆき,4
長英,ちょーえい,ちょーえい,えい,5
拓夫,たくお,たくお,くお,3
俔子,ちかこ,ちかこ,かこ,3
梅子,うめこ,うめこ,めこ,3
金徳龍,きんとくりゅー,きんとくりゅー,ゅー,7
エドワード,えどわーど,えとわーと,ーと,5
優子,ゆーこ,ゆーこ,ーこ,3
春松,はるまつ,はるまつ,まつ,4
きだ,きだ,きた,きた,2
壮一,そーいち,そーいち,いち,4
夏,なつ,なつ,なつ,2
桂菊丸,かつらきくまる,かつらきくまる,まる,7
伸生,のぶお,のふお,ふお,3
戎本,えびすもと,えひすもと,もと,5
上郷,かみさと,かみさと,さと,4
重蔵,しげぞー,しけそー,そー,4
重蔵,じゅーぞー,しゅーそー,そー,5
菊沢,きくざわ,きくさわ,さわ,4
上那賀,かみなか,かみなか,なか,4
理作,りさく,りさく,さく,3
土方,ひじかた,ひしかた,かた,4
ぬい子,ぬいこ,ぬいこ,いこ,3
項羽,こーう,こーう,ーう,3
納,おさむ,おさむ,さむ,3
博敏,ひろとし,ひろとし,とし,4
大林,おーばやし,おーはやし,やし,5
埴科,はにしな,はにしな,しな,4
茂典,しげのり,しけのり,のり,4
西之原,にしのはら,にしのはら,はら,5
みさき,みさき,みさき,さき,3
くに子,くにこ,くにこ,にこ,3
紳,しん,しん,しん,2
晴美,はるみ,はるみ,るみ,3
重子,しげこ,しけこ,けこ,3
黄清境,おーしんけい,おーしんけい,けい,6
助太郎,すけたろー,すけたろー,ろー,5
まさし,まさし,まさし,さし,3
正信,まさのぶ,まさのふ,のふ,4
裕世,ひろよ,ひろよ,ろよ,3
緑井,みどりい,みとりい,りい,4
越森,こしもり,こしもり,もり,4
菊,きく,きく,きく,2
周智,しゅーち,しゅーち,ーち,4
なや子,なやこ,なやこ,やこ,3
秀子,ひでこ,ひてこ,てこ,3
秀子,しゅーこ,しゅーこ,ーこ,4
秋尾,あきお,あきお,きお,3
桑嶋,くわじま,くわしま,しま,4
周次,しゅーじ,しゅーし,ーし,4
吉益,よします,よします,ます,4
阿倍仲麻呂,あべのなかまろ,あへのなかまろ,まろ,7
薩洲洋,さっしゅーなだ,さっしゅーなた,なた,7
大田垣,おーたがき,おーたかき,かき,5
巌流,がんりゅー,かんりゅー,ゅー,5
亥之助,いのすけ,いのすけ,すけ,4
政,まさし,まさし,さし,3
政,せい,せい,せい,2
君雄,きみお,きみお,みお,3
一征,かずゆき,かすゆき,ゆき,4
義兼,よしかね,よしかね,かね,4
小華和,こはなわ,こはなわ,なわ,4
綺月,はずき,はすき,すき,3
若生,わこー,わこー,こー,3
