surface,reading,reading_seion,reading_search,count_hira
伊代治,いよじ,いよし,よし,3
美雄,よしお,よしお,しお,3
並河,なみかわ,なみかわ,かわ,4
元島,もとしま,もとしま,しま,4
憂里,ゆり,ゆり,ゆり,2
房之助,ふさのすけ,ふさのすけ,すけ,5
星乃,ほしの,ほしの,しの,3
成人,なるひと,なるひと,ひと,4
成人,なりと,なりと,りと,3
成人,なりひと,なりひと,ひと,4
成人,しげと,しけと,けと,3
鍵谷,かぎたに,かきたに,たに,4
古庄,ふるしょー,ふるしょー,ょー,5
政木,まさき,まさき,さき,3
堅吾,けんご,けんこ,んこ,3
ムソリーニ,むそりーに,むそりーに,ーに,5
坂上,さかがみ,さかかみ,かみ,4
坂上,さかじょー,さかしょー,ょー,5
坂上,さかうえ,さかうえ,うえ,4
小久保,こくぼ,こくほ,くほ,3
康博,やすひろ,やすひろ,ひろ,4
飄亭,ひょーてい,ひょーてい,てい,5
菊松,きくまつ,きくまつ,まつ,4
義裕,よしひろ,よしひろ,ひろ,4
田桐,たぎり,たきり,きり,3
クリストス,くりすとす,くりすとす,とす,5
佳水,かすい,かすい,すい,3
政喜,まさき,まさき,さき,3
土岡,つちおか,つちおか,おか,4
文平,ぶんぺい,ふんへい,へい,4
高虎,たかとら,たかとら,とら,4
黄世恵,こーせけい,こーせけい,けい,5
カルミロフ,かるみろふ,かるみろふ,ろふ,5
信次,しんじ,しんし,んし,3
信次,のぶじ,のふし,ふし,3
信次,のぶつぐ,のふつく,つく,4
仁ノ平,じんのだいら,しんのたいら,いら,6
克正,かつまさ,かつまさ,まさ,4
能里子,のりこ,のりこ,りこ,3
和宏,かずひろ,かすひろ,ひろ,4
空谷,くーこく,くーこく,こく,4
大覚,だいかく,たいかく,かく,4
庄蔵,しょーぞー,しょーそー,そー,5
新子,あたらし,あたらし,らし,4
俊志,としゆき,としゆき,ゆき,4
藤原定子,ふじわらのていし,ふしわらのていし,いし,8
たかこ,たかこ,たかこ,かこ,3
三春,みはる,みはる,はる,3
リチャードソン,りちゃーどそん,りちゃーとそん,そん,7
知勇,ちゆう,ちゆう,ゆう,3
浩暉,ひろき,ひろき,ろき,3
晋平,しんぺい,しんへい,へい,4
鵜野,うの,うの,うの,2
祐史,ゆーじ,ゆーし,ーし,3
成章,なりあきら,なりあきら,きら,5
成章,しげあき,しけあき,あき,4
三喜子,みきこ,みきこ,きこ,3
三喜子,さきこ,さきこ,きこ,3
多満恵,たまえ,たまえ,まえ,3
久満,ひさみつ,ひさみつ,みつ,4
ハヤ,はや,はや,はや,2
謙之,けんじ,けんし,んし,3
次郎吉,じろきち,しろきち,きち,4
椎原,しいば,しいは,いは,3
金司,きんじ,きんし,んし,3
出光,いでみつ,いてみつ,みつ,4
広開土王,こーかいどおー,こーかいとおー,おー,7
夕利果,ゆりか,ゆりか,りか,3
由喜,ゆき,ゆき,ゆき,2
沢上,さわがみ,さわかみ,かみ,4
沢上,さわかみ,さわかみ,かみ,4
下毛,しもげ,しもけ,もけ,3
保義,やすよし,やすよし,よし,4
文武,ふみたけ,ふみたけ,たけ,4
不破野,ふわの,ふわの,わの,3
勝然,かつしか,かつしか,しか,4
横田,よこた,よこた,こた,3
芳賀,はが,はか,はか,2
省治,しょーじ,しょーし,ーし,4
原子,はらこ,はらこ,らこ,3
テレマン,てれまん,てれまん,まん,4
瀬端,さはた,さはた,はた,3
みとり,みとり,みとり,とり,3
デュラン,でゅらん,てゅらん,らん,4
寿一,としかず,としかす,かす,4
寿一,としいち,としいち,いち,4
寿一,ひさかず,ひさかす,かす,4
寿一,ひさいち,ひさいち,いち,4
守啓,もりひろ,もりひろ,ひろ,4
外美,そとみ,そとみ,とみ,3
梅垣,うめがき,うめかき,かき,4
成東,なるとー,なるとー,とー,4
壗下,まました,まました,した,4
円山,まるやま,まるやま,やま,4
柿野,かきの,かきの,きの,3
麻喜,まき,まき,まき,2
麻喜,あさき,あさき,さき,3
池見,いけみ,いけみ,けみ,3
ポテリアコフ,ぽてりあこふ,ほてりあこふ,こふ,6
三本,みもと,みもと,もと,3
三本,みつもと,みつもと,もと,4
岩谷,いわたに,いわたに,たに,4
岩谷,いわや,いわや,わや,3
鯉丈,りじょー,りしょー,ょー,4
アゴステ,あごすて,あこすて,すて,4
源頼政,みなもとのよりまさ,みなもとのよりまさ,まさ,9
芳延,よしのぶ,よしのふ,のふ,4
松兵衛,まつべえ,まつへえ,へえ,4
金元雄,きんげんゆー,きんけんゆー,ゆー,6
美賀,みか,みか,みか,2
九二男,くにお,くにお,にお,3
京蔵,きょーぞー,きょーそー,そー,5
芳蔵,よしぞー,よしそー,そー,4
仲村,なかむら,なかむら,むら,4
縷々,るる,るる,るる,2
重樹,しげき,しけき,けき,3
鐙,とー,とー,とー,2
沢,さわ,さわ,さわ,2
やすよ,やすよ,やすよ,すよ,3
岡上,おかがみ,おかかみ,かみ,4
黎二,れいじ,れいし,いし,3
芝草,しばくさ,しはくさ,くさ,4
金用福,きんよーふく,きんよーふく,ふく,6
まつの,まつの,まつの,つの,3
貴幸,たかゆき,たかゆき,ゆき,4
上野毛,かみのげ,かみのけ,のけ,4
荻舟,てきしゅー,てきしゅー,ゅー,5
沙那恵,さなえ,さなえ,なえ,3
其二,そのじ,そのし,のし,3
芝口,しばぐち,しはくち,くち,4
九万一,くまいち,くまいち,いち,4
真寿美,ますみ,ますみ,すみ,3
永原,ながはら,なかはら,はら,4
亮吉,りょーきち,りょーきち,きち,5
駒井,こまい,こまい,まい,3
トヨエ,とよえ,とよえ,よえ,3
すみこ,すみこ,すみこ,みこ,3
野々垣,ののがき,ののかき,かき,4
上社,かみやしろ,かみやしろ,しろ,5
曉,さとる,さとる,とる,3
プロヤス,ぷろやす,ふろやす,やす,4
敏行,としゆき,としゆき,ゆき,4
水原秋桜子,みずはらしゅーおーし,みすはらしゅーおーし,ーし,10
キング,きんぐ,きんく,んく,3
寿博,としひろ,としひろ,ひろ,4
弥千枝,やちえ,やちえ,ちえ,3
三田村,みたむら,みたむら,むら,4
笹氣,ささき,ささき,さき,3
大多和,おーたわ,おーたわ,たわ,4
式亭,しきてい,しきてい,てい,4
神作,かんさく,かんさく,さく,4
関場,せきば,せきは,きは,3
中名生,なかのみょー,なかのみょー,ょー,6
藤井,ふじい,ふしい,しい,3
都香砂,つかさ,つかさ,かさ,3
信彦,のぶひこ,のふひこ,ひこ,4
ポト,ぽと,ほと,ほと,2
並木,なみき,なみき,みき,3
織田有楽斎,おだうらくさい,おたうらくさい,さい,7
清松,きよまつ,きよまつ,まつ,4
南平,みなみだいら,みなみたいら,いら,6
みつゐ,みつい,みつい,つい,3
富司,とみじ,とみし,みし,3
春径,はるみち,はるみち,みち,4
綿田,わただ,わたた,たた,3
岩男,いわお,いわお,わお,3
榊,さかき,さかき,かき,3
鼎,かなえ,かなえ,なえ,3
友衛,ともえ,ともえ,もえ,3
忠真,ただざね,たたさね,さね,4
大山,おーやま,おーやま,やま,4
大山,だいせん,たいせん,せん,4
花子,はなこ,はなこ,なこ,3
若水,わかみず,わかみす,みす,4
史晃,ふみあき,ふみあき,あき,4
美和,みわ,みわ,みわ,2
重見,しげみ,しけみ,けみ,3
白根,しらね,しらね,らね,3
チョムスキー,ちょむすきー,ちょむすきー,きー,6
舞花,まいか,まいか,いか,3
由可子,ゆかこ,ゆかこ,かこ,3
鳥羽天皇,とばてんのー,とはてんのー,のー,6
金相浹,きんそーしょー,きんそーしょー,ょー,7
忍田,おしだ,おした,した,3
キヨノ,きよの,きよの,よの,3
輝雄,てるお,てるお,るお,3
サレハ,されは,されは,れは,3
沼田,ぬまた,ぬまた,また,3
高向玄理,たかむこのくろまろ,たかむこのくろまろ,まろ,9
ミッチー,みっちー,みっちー,ちー,4
王瑞生,おーずいき,おーすいき,いき,5
千東,せんどー,せんとー,とー,4
重次郎,しげじろー,しけしろー,ろー,5
大吉郎,だいきちろー,たいきちろー,ろー,6
下部,しもべ,しもへ,もへ,3
清里,きよさと,きよさと,さと,4
藍,あい,あい,あい,2
障子久美,しょーじくみ,しょーしくみ,くみ,6
ボブ,ぼぶ,ほふ,ほふ,2
ハナコ,はなこ,はなこ,なこ,3
愛里,あり,あり,あり,2
愛里,えり,えり,えり,2
西邑,にしむら,にしむら,むら,4
裕里子,ゆりこ,ゆりこ,りこ,3
アシュリー,あしゅりー,あしゅりー,りー,5
彩女,あやめ,あやめ,やめ,3
忍壁親王,おさかべしんのー,おさかへしんのー,のー,8
久邇,くに,くに,くに,2
範忠,のりただ,のりたた,たた,4
天間林,てんまばやし,てんまはやし,やし,6
秀広,ひでひろ,ひてひろ,ひろ,4
常正,つねまさ,つねまさ,まさ,4
萩原流行,はぎわらながれ,はきわらなかれ,かれ,7
俊晴,としはる,としはる,はる,4
堀江,ほりえ,ほりえ,りえ,3
博次,ひろじ,ひろし,ろし,3
與平,よへい,よへい,へい,3
温泉津,ゆのつ,ゆのつ,のつ,3
伸也,しんや,しんや,んや,3
伸也,のぶや,のふや,ふや,3
大亦,おーまた,おーまた,また,4
安繹,やすつぐ,やすつく,つく,4
新妻,にーつま,にーつま,つま,4
新妻,にーずま,にーすま,すま,4
押田,おしだ,おした,した,3
ディーン,でぃーん,てぃーん,ーん,4
廉,れん,れん,れん,2
三代沢,みよさわ,みよさわ,さわ,4
喜明,よしあき,よしあき,あき,4
榧野,かやの,かやの,やの,3
祐美,ひろみ,ひろみ,ろみ,3
祐美,ゆみ,ゆみ,ゆみ,2
榮子,えいこ,えいこ,いこ,3
三木元,みきもと,みきもと,もと,4
雅俊,まさとし,まさとし,とし,4
掬香,きくこー,きくこー,こー,4
ナミ,なみ,なみ,なみ,2
菱山,ひしやま,ひしやま,やま,4
藤原不比等,ふじわらのふひと,ふしわらのふひと,ひと,8
文枝,ふみえ,ふみえ,みえ,3
品原,しなはら,しなはら,はら,4
成和,しげかず,しけかす,かす,4
盛亨,もりみち,もりみち,みち,4
サダコ,さだこ,さたこ,たこ,3
松竹,まつたけ,まつたけ,たけ,4
智計,ともよし,ともよし,よし,4
明浩,あきひろ,あきひろ,ひろ,4
守弘,もりひろ,もりひろ,ひろ,4
祐也,ゆーや,ゆーや,ーや,3
名花子,なかこ,なかこ,かこ,3
千加,ちか,ちか,ちか,2
容堂,よーどー,よーとー,とー,4
幸徳,ゆきのり,ゆきのり,のり,4
知義,ともよし,ともよし,よし,4
嘉一郎,かいちろー,かいちろー,ろー,5
栗子,りつこ,りつこ,つこ,3
冨樫,とがし,とかし,かし,3
全雄,まさお,まさお,さお,3
当正,とーせい,とーせい,せい,4
幕田,まくた,まくた,くた,3
幕田,まくだ,まくた,くた,3
金泰鍾,きんたいしょー,きんたいしょー,ょー,7
卯月,うずき,うすき,すき,3
富雄,とみお,とみお,みお,3
埣浦,そねうら,そねうら,うら,4
大樹,だいき,たいき,いき,3
マキ,まき,まき,まき,2
グロスピロン,ぐろすぴろん,くろすひろん,ろん,6
曽良,そら,そら,そら,2
常木,つねき,つねき,ねき,3
安秀,やすひで,やすひて,ひて,4
昇洲,しょーしゅー,しょーしゅー,ゅー,6
塚本,つかもと,つかもと,もと,4
奈々美,ななみ,ななみ,なみ,3
鹿骨,ししぼね,ししほね,ほね,4
本間,ほんま,ほんま,んま,3
岸科,きしな,きしな,しな,3
茂篭,しげかご,しけかこ,かこ,4
香里奈,かりな,かりな,りな,3
道久,みちひさ,みちひさ,ひさ,4
善春,よしはる,よしはる,はる,4
玖美,くみ,くみ,くみ,2
長助,ちょーすけ,ちょーすけ,すけ,5
とき枝,ときえ,ときえ,きえ,3
片町,かたまち,かたまち,まち,4
野村朱鱗洞,のむらしゅりんどー,のむらしゅりんとー,とー,9
てつし,てつし,てつし,つし,3
晴日,はるひ,はるひ,るひ,3
伴,ばん,はん,はん,2
坂森,さかもり,さかもり,もり,4
安奈,あんな,あんな,んな,3
洪思翔,こーししょー,こーししょー,ょー,6
柿沢,かきざわ,かきさわ,さわ,4
入村,いりむら,いりむら,むら,4
山地,やまじ,やまし,まし,3
慎,まき,まき,まき,2
友見,ゆみ,ゆみ,ゆみ,2
玉井,たまい,たまい,まい,3
公献,こーけん,こーけん,けん,4
小中村,こなかむら,こなかむら,むら,5
はつゑ,はつえ,はつえ,つえ,3
松橋,まつばせ,まつはせ,はせ,4
松橋,まつはし,まつはし,はし,4
美紀世,みきよ,みきよ,きよ,3
春治,はるじ,はるし,るし,3
藤吉,ふじよし,ふしよし,よし,4
一氏,かずうじ,かすうし,うし,4
敏之,としゆき,としゆき,ゆき,4
常川,つねかわ,つねかわ,かわ,4
春三,しゅんさん,しゅんさん,さん,5
春三,しゅんぞー,しゅんそー,そー,5
春三,はるぞー,はるそー,そー,4
田端,たばた,たはた,はた,3
峯子,みねこ,みねこ,ねこ,3
鈴野,すずの,すすの,すの,3
マリアン,まりあん,まりあん,あん,4
弥,わたる,わたる,たる,3
弘孝,ひろたか,ひろたか,たか,4
利恵,としえ,としえ,しえ,3
利恵,りえ,りえ,りえ,2
小五郎,こごろー,こころー,ろー,4
蒲島,かましま,かましま,しま,4
多嘉子,たかこ,たかこ,かこ,3
国田,くにた,くにた,にた,3
荘一,しょーいち,しょーいち,いち,5
偉傑氏,いけつし,いけつし,つし,4
嵯峨の屋,さがのや,さかのや,のや,4
亜津子,あつこ,あつこ,つこ,3
王杏雲,おーきょーうん,おーきょーうん,うん,7
ノリエガ,のりえが,のりえか,えか,4
アウンサンスーチー,あうんさんすーちー,あうんさんすーちー,ちー,9
春平,しゅんぺい,しゅんへい,へい,5
春平,はるへい,はるへい,へい,4
野辺,のべ,のへ,のへ,2
令輝,れいき,れいき,いき,3
保子,やすこ,やすこ,すこ,3
文孝,ふみたか,ふみたか,たか,4
田鶴,たずる,たする,する,3
田鶴,たず,たす,たす,2
裕実,ひろみ,ひろみ,ろみ,3
須之内,すのうち,すのうち,うち,4
杏里,あんり,あんり,んり,3
和喜,かずよし,かすよし,よし,4
磯江,いそえ,いそえ,そえ,3
野沢凡兆,のざわぼんちょー,のさわほんちょー,ょー,8
チトセ,ちとせ,ちとせ,とせ,3
ダニエルソン,だにえるそん,たにえるそん,そん,6
絵理奈,えりな,えりな,りな,3
春乃,はるの,はるの,るの,3
佐忠治,さちゅーじ,さちゅーし,ーし,5
光惠,みつえ,みつえ,つえ,3
訓,さとし,さとし,とし,3
パンキン,ぱんきん,はんきん,きん,4
住川,すみかわ,すみかわ,かわ,4
荒谷,あらや,あらや,らや,3
粕川,かすかわ,かすかわ,かわ,4
年美,としみ,としみ,しみ,3
義周,よしちか,よしちか,ちか,4
徳蔵,とくぞー,とくそー,そー,4
井手尾,いでお,いてお,てお,3
好枝,よしえ,よしえ,しえ,3
重人,しげと,しけと,けと,3
理之,まさゆき,まさゆき,ゆき,4
恒任,つねとー,つねとー,とー,4
範美,のりみ,のりみ,りみ,3
栄藏,えいぞー,えいそー,そー,4
瓢斎,ひょーさい,ひょーさい,さい,5
南関,なんかん,なんかん,かん,4
浩市,こーいち,こーいち,いち,4
紫逢,しおー,しおー,おー,3
伊代子,いよこ,いよこ,よこ,3
坂牧,さかまき,さかまき,まき,4
西間木,にしまぎ,にしまき,まき,4
西間木,にしまき,にしまき,まき,4
桜,さくら,さくら,くら,3
一刀斎,いっとーさい,いっとーさい,さい,6
大嶋,おーしま,おーしま,しま,4
雄也,ゆーや,ゆーや,ーや,3
実希子,みきこ,みきこ,きこ,3
川場,かわば,かわは,わは,3
金輔鉉,きんほげん,きんほけん,けん,5
花蹊,かけい,かけい,けい,3
庄二郎,しょーじろー,しょーしろー,ろー,6
菱井,ひしい,ひしい,しい,3
馬目,まのめ,まのめ,のめ,3
藤塚,ふじつか,ふしつか,つか,4
ボーマルシェ,ぼーまるしぇ,ほーまるしぇ,しぇ,6
茂雄,しげお,しけお,けお,3
貞吾,ていご,ていこ,いこ,3
長畑,ながはた,なかはた,はた,4
友司,ともじ,ともし,もし,3
昭彦,あきひこ,あきひこ,ひこ,4
竹屋,たけや,たけや,けや,3
ユカリ,ゆかり,ゆかり,かり,3
博成,ひろなり,ひろなり,なり,4
千舟,ちふね,ちふね,ふね,3
イエス,いえす,いえす,えす,3
早匂,さかおり,さかおり,おり,4
有正,ありまさ,ありまさ,まさ,4
富紀子,ふきこ,ふきこ,きこ,3
玉夫,たまお,たまお,まお,3
良定,よしさだ,よしさた,さた,4
角二,かくじ,かくし,くし,3
夕起子,ゆきこ,ゆきこ,きこ,3
福富,ふくとみ,ふくとみ,とみ,4
克子,かつこ,かつこ,つこ,3
富子,とみこ,とみこ,みこ,3
軍司,ぐんじ,くんし,んし,3
阿久沢,あくざわ,あくさわ,さわ,4
利徳,としのり,としのり,のり,4
由喜子,ゆきこ,ゆきこ,きこ,3
宏美,ひろみ,ひろみ,ろみ,3
仮名垣魯文,かながきろぶん,かなかきろふん,ふん,7
緋紗子,ひさこ,ひさこ,さこ,3
片見,かたみ,かたみ,たみ,3
茂樹,しげき,しけき,けき,3
元臣,もとおみ,もとおみ,おみ,4
銅脈,どーみゃく,とーみゃく,ゃく,5
外代美,とよみ,とよみ,よみ,3
テルミ,てるみ,てるみ,るみ,3
作次,さくじ,さくし,くし,3
高浦,たかうら,たかうら,うら,4
伝次,でんじ,てんし,んし,3
塚原渋柿園,つかはらじゅーしえん,つかはらしゅーしえん,えん,10
柴門,さいもん,さいもん,もん,4
隆憲,たかのり,たかのり,のり,4
国広,くにひろ,くにひろ,ひろ,4
としよ,としよ,としよ,しよ,3
三間,みつま,みつま,つま,3
乙羽,おとわ,おとわ,とわ,3
利岡,としおか,としおか,おか,4
池崎,いけざき,いけさき,さき,4
長,おさむ,おさむ,さむ,3
軽大娘皇女,かるのおーいらつめのひめみこ,かるのおーいらつめのひめみこ,みこ,14
ひろき,ひろき,ひろき,ろき,3
国安,くにやす,くにやす,やす,4
三和子,みわこ,みわこ,わこ,3
栗山,くりやま,くりやま,やま,4
紺田,こんだ,こんた,んた,3
五姓田,ごせだ,こせた,せた,3
秀紀,ひでき,ひてき,てき,3
秀紀,ひでのり,ひてのり,のり,4
女鹿,めが,めか,めか,2
夕子,ゆーこ,ゆーこ,ーこ,3
保之助,やすのすけ,やすのすけ,すけ,5
寛畝,かんぽ,かんほ,んほ,3
松ケ崎,まつがさき,まつかさき,さき,5
敬三,けいぞー,けいそー,そー,4
ハマ子,はまこ,はまこ,まこ,3
仲辻,なかつじ,なかつし,つし,4
稲原,いなはら,いなはら,はら,4
まさ美,まさみ,まさみ,さみ,3
寺泊,てらどまり,てらとまり,まり,5
田邊,たなべ,たなへ,なへ,3
与田,よだ,よた,よた,2
惟時,これとき,これとき,とき,4
ビスマルク,びすまるく,ひすまるく,るく,5
恵代,やすよ,やすよ,すよ,3
文助,ぶんすけ,ふんすけ,すけ,4
典生,のりお,のりお,りお,3
梅園,ばいえん,はいえん,えん,4
秋友,あきとも,あきとも,とも,4
伍樹,いつき,いつき,つき,3
大鷲,おーわし,おーわし,わし,4
武揚,たけあき,たけあき,あき,4
武揚,ぶよー,ふよー,よー,3
森口,もりぐち,もりくち,くち,4
由希あずみ,ゆきあずみ,ゆきあすみ,すみ,5
ときお,ときお,ときお,きお,3
彦次郎,ひこじろー,ひこしろー,ろー,5
境田,さかいだ,さかいた,いた,4
カラン,からん,からん,らん,3
永福門院,よーふくもんいん,よーふくもんいん,いん,8
永福門院,えいふくもんいん,えいふくもんいん,いん,8
秀朗,ひでお,ひてお,てお,3
忠俊,ただとし,たたとし,とし,4
郷司,ごーし,こーし,ーし,3
輝信,てるのぶ,てるのふ,のふ,4
弘暉,ひろあき,ひろあき,あき,4
王玉錦,おーぎょくきん,おーきょくきん,きん,7
クエイド,くえいど,くえいと,いと,4
天海,あまみ,あまみ,まみ,3
天海,あまがい,あまかい,かい,4
弘義,ひろよし,ひろよし,よし,4
真知,まち,まち,まち,2
勇次郎,ゆーじろー,ゆーしろー,ろー,5
キサ,きさ,きさ,きさ,2
賀茂真淵,かものまぶち,かものまふち,ふち,6
国康,くにやす,くにやす,やす,4
三起子,みきこ,みきこ,きこ,3
本上,ほんじょー,ほんしょー,ょー,5
大井川,おーいがわ,おーいかわ,かわ,5
根橋,ねばし,ねはし,はし,3
裕英,ひろひで,ひろひて,ひて,4
ミッテラン,みってらん,みってらん,らん,5
加南子,かなこ,かなこ,なこ,3
茉莉花,まりか,まりか,りか,3
政之,まさゆき,まさゆき,ゆき,4
島津,しまず,します,ます,3
島津,しまつ,しまつ,まつ,3
正憲,まさのり,まさのり,のり,4
熊国鳴,ゆーこくめい,ゆーこくめい,めい,6
仲秋,なかあき,なかあき,あき,4
哀澤,あいざわ,あいさわ,さわ,4
ヤイ子,やいこ,やいこ,いこ,3
押見,おしみ,おしみ,しみ,3
馨,かおる,かおる,おる,3
浪子,なみこ,なみこ,みこ,3
祥之助,しょーのすけ,しょーのすけ,すけ,6
タヅ,たず,たす,たす,2
銭復,せんふく,せんふく,ふく,4
幸三郎,こーざぶろー,こーさふろー,ろー,6
幸保,ゆきやす,ゆきやす,やす,4
幸保,さちほ,さちほ,ちほ,3
美喜,みき,みき,みき,2
坂尾,さかお,さかお,かお,3
池元,いけもと,いけもと,もと,4
佐江子,さえこ,さえこ,えこ,3
溝部,みぞべ,みそへ,そへ,3
由利香,ゆりか,ゆりか,りか,3
信三郎,しんざぶろー,しんさふろー,ろー,6
和樹,かずき,かすき,すき,3
桂那,けいな,けいな,いな,3
喜蔵,きぞー,きそー,そー,3
喜蔵,よしぞー,よしそー,そー,4
顧濱源,こひんげん,こひんけん,けん,5
霜山,しもやま,しもやま,やま,4
ニール,にーる,にーる,ーる,3
友彦,ともひこ,ともひこ,ひこ,4
裕信,ひろのぶ,ひろのふ,のふ,4
若森,わかもり,わかもり,もり,4
清巳,きよみ,きよみ,よみ,3
金太郎,きんたろー,きんたろー,ろー,5
木野,きの,きの,きの,2
村石,むらいし,むらいし,いし,4
上祖師谷,かみそしがや,かみそしかや,かや,6
康晴,やすはる,やすはる,はる,4
古座川,こざがわ,こさかわ,かわ,4
吉枝,よしえ,よしえ,しえ,3
纐纈,こけつ,こけつ,けつ,3
錦子,きんこ,きんこ,んこ,3
大鷹,おーたか,おーたか,たか,4
種谷,たねや,たねや,ねや,3
種谷,たねたに,たねたに,たに,4
真美,まみ,まみ,まみ,2
加藤雪腸,かとーせっちょー,かとーせっちょー,ょー,8
リー,りー,りー,りー,2
和木,わぎ,わき,わき,2
和木,わき,わき,わき,2
はなよ,はなよ,はなよ,なよ,3
大友皇子,おーとものみこ,おーとものみこ,みこ,7
大友皇子,おーとものおーじ,おーとものおーし,ーし,8
伊坂,いさか,いさか,さか,3
徳松,とくまつ,とくまつ,まつ,4
十百香,ともか,ともか,もか,3
歌書,うたがき,うたかき,かき,4
勝俣,かつまた,かつまた,また,4
知紗子,ちさこ,ちさこ,さこ,3
安楽庵策伝,あんらくあんさくでん,あんらくあんさくてん,てん,10
貞享,ていきょー,ていきょー,ょー,5
芳良,よしまさ,よしまさ,まさ,4
竹雨,ちくう,ちくう,くう,3
由豆流,ゆずる,ゆする,する,3
慶永,よしなが,よしなか,なか,4
猿橋,さるはし,さるはし,はし,4
榮司,えいじ,えいし,いし,3
一休宗純,いっきゅーそーじゅん,いっきゅーそーしゅん,ゅん,10
芳正,よしまさ,よしまさ,まさ,4
長場,ながば,なかは,かは,3
外二,そとじ,そとし,とし,3
春曙,しゅんしょ,しゅんしょ,しょ,5
細矢,ほそや,ほそや,そや,3
茂,しげる,しける,ける,3
呉清源,ごせいげん,こせいけん,けん,5
十朗,じゅーろー,しゅーろー,ろー,5
戸沢姑射,とざわこや,とさわこや,こや,5
重道,しげみち,しけみち,みち,4
青島,あおしま,あおしま,しま,4
麻里子,まりこ,まりこ,りこ,3
シャトーノフ,しゃとーのふ,しゃとーのふ,のふ,6
主計,かずえ,かすえ,すえ,3
西家,にしいえ,にしいえ,いえ,4
恭生,きょーせい,きょーせい,せい,5
氷高,ひだか,ひたか,たか,3
蘇我赤兄,そがのあかえ,そかのあかえ,かえ,6
知奈美,ちなみ,ちなみ,なみ,3
金僊,きんせん,きんせん,せん,4
未知子,みちこ,みちこ,ちこ,3
町分,まちぶん,まちふん,ふん,4
野市,のいち,のいち,いち,3
親王塚,しんのーずか,しんのーすか,すか,6
基典,もとのり,もとのり,のり,4
柾木,まさき,まさき,さき,3
ベラヤチ,べらやち,へらやち,やち,4
雅風,がふー,かふー,ふー,3
沢登,さわのぼり,さわのほり,ほり,5
醍醐天皇,だいごてんのー,たいこてんのー,のー,7
謙二,けんじ,けんし,んし,3
福七郎,ふくしちろー,ふくしちろー,ろー,6
貴昭,たかあき,たかあき,あき,4
マディガン,までぃがん,まてぃかん,かん,5
政伸,まさのぶ,まさのふ,のふ,4
深澤,ふかざわ,ふかさわ,さわ,4
大多喜,おーたき,おーたき,たき,4
杵築,きつき,きつき,つき,3
東光,とーこー,とーこー,こー,4
兵市,へいいち,へいいち,いち,4
矢田部,やたべ,やたへ,たへ,3
入船亭扇橋,いりふねていせんきょー,いりふねていせんきょー,ょー,11
豊春,とよはる,とよはる,はる,4
洞戸,ほらど,ほらと,らと,3
雅望,まさもち,まさもち,もち,4
由記,ゆき,ゆき,ゆき,2
橋口,はしぐち,はしくち,くち,4
ウォン,うぉん,うぉん,ぉん,3
山寺,やまでら,やまてら,てら,4
太源,たいげん,たいけん,けん,4
萬,よろず,よろす,ろす,3
水澤,みずさわ,みすさわ,さわ,4
実和子,みわこ,みわこ,わこ,3
嶋本,しまもと,しまもと,もと,4
脩三,しゅーぞー,しゅーそー,そー,5
広通,ひろみち,ひろみち,みち,4
國昭,くにあき,くにあき,あき,4
茂行,しげゆき,しけゆき,ゆき,4
知之,ともゆき,ともゆき,ゆき,4
品川,しながわ,しなかわ,かわ,4
品川,しなかわ,しなかわ,かわ,4
手塚,てずか,てすか,すか,3
竹沢,たけざわ,たけさわ,さわ,4
グレゴリオ,ぐれごりお,くれこりお,りお,5
絵里加,えりか,えりか,りか,3
助九郎,すけくろー,すけくろー,ろー,5
松谷,まつたに,まつたに,たに,4
松谷,まつや,まつや,つや,3
湯座,ゆざ,ゆさ,ゆさ,2
カフェルニコフ,かふぇるにこふ,かふぇるにこふ,こふ,7
由直,よしなお,よしなお,なお,4
藤太,とーた,とーた,ーた,3
吉国,よしくに,よしくに,くに,4
兵三,ひょーぞー,ひょーそー,そー,5
華岳,かがく,かかく,かく,3
勝好,かつよし,かつよし,よし,4
塩江,しおのえ,しおのえ,のえ,4
原賀,はらが,はらか,らか,3
今泉,いまいずみ,いまいすみ,すみ,5
三咲,みさき,みさき,さき,3
赤川,あかがわ,あかかわ,かわ,4
宗村,むねむら,むねむら,むら,4
モンデール,もんでーる,もんてーる,ーる,5
赤木,あかぎ,あかき,かき,3
大図,おーず,おーす,ーす,3
吉章,よしあき,よしあき,あき,4
渋川,しぶかわ,しふかわ,かわ,4
艮斎,ごんさい,こんさい,さい,4
通茂,みちしげ,みちしけ,しけ,4
満寿夫,ますお,ますお,すお,3
許春蓮,きょしゅんれん,きょしゅんれん,れん,7
行光,ゆきみつ,ゆきみつ,みつ,4
森野,もりの,もりの,りの,3
梨央奈,りおな,りおな,おな,3
増川,ますかわ,ますかわ,かわ,4
広平,ひろへい,ひろへい,へい,4
千花,ちか,ちか,ちか,2
善七,ぜんしち,ぜんしち,しち,4
パンドラ,ぱんどら,はんとら,とら,4
久保庭,くぼにわ,くほにわ,にわ,4
盛,もり,もり,もり,2
ミハイル,みはいる,みはいる,いる,4
木幡,きばた,きはた,はた,3
木幡,こはた,こはた,はた,3
木幡,こわた,こわた,わた,3
木幡,こばた,こはた,はた,3
木幡,きはた,きはた,はた,3
君田,きみた,きみた,みた,3
うめこ,うめこ,うめこ,めこ,3
