surface,reading,reading_seion,reading_search,count_hira
立久恵峡,たちくえきょー,たちくえきょー,ょー,7
旧雄物川,きゅーおものがわ,きゅーおものかわ,かわ,8
鷲巣岳,わしのすだけ,わしのすたけ,たけ,6
韓崎,かんさき,かんさき,さき,4
北極星,ほっきょくせい,ほっきょくせい,せい,7
尖峰山,せんぽーやま,せんほーやま,やま,6
白髭山,しらひげやま,しらひけやま,やま,6
島尾,しまお,しまお,まお,3
富岡山,とみおかやま,とみおかやま,やま,6
チリチリ川,ちりちりがわ,ちりちりかわ,かわ,6
立山線,たてやません,たてやません,せん,6
尖山,せんざん,せんさん,さん,4
尖山,とんがりやま,とんかりやま,やま,6
尖山,とがりやま,とかりやま,やま,5
下久野,しもくの,しもくの,くの,4
川北,かわきた,かわきた,きた,4
大母屋,おーもや,おーもや,もや,4
サシルイ川,さしるいがわ,さしるいかわ,かわ,6
夢想山,むそーざん,むそーさん,さん,5
地蔵崎,じぞーざき,しそーさき,さき,5
平栄ノ鼻,ひらばえのはな,ひらはえのはな,はな,7
徳島,とくしま,とくしま,しま,4
鳶岩,とびいわ,とひいわ,いわ,4
イロハ峠,いろはとーげ,いろはとーけ,ーけ,6
琴畑川,ことはたかわ,ことはたかわ,かわ,6
高根木戸,たかねきど,たかねきと,きと,5
洲ノ崎,すのざき,すのさき,さき,4
榎本,えのきもと,えのきもと,もと,5
島ノ壇島,しまのだんじま,しまのたんしま,しま,7
影森,かげもり,かけもり,もり,4
佐敷川,さしきがわ,さしきかわ,かわ,5
通蓮洞,つーれんどー,つーれんとー,とー,6
バック・ビート,ばっくびーと,はっくひーと,ーと,6
鶉,うずら,うすら,すら,3
大刀根島,たちがねじま,たちかねしま,しま,6
大聖寺,だいしょーじ,たいしょーし,ーし,6
山瀬,やませ,やませ,ませ,3
梓川,あずさがわ,あすさかわ,かわ,5
宇久島,うくしま,うくしま,しま,4
小谷川,おたにがわ,おたにかわ,かわ,5
熊出沢,くまでざわ,くまてさわ,さわ,5
袴ヶ岳,はかまがだけ,はかまかたけ,たけ,6
岳南鉄道線,がくなんてつどーせん,かくなんてつとーせん,せん,10
明報,めいほー,めいほー,ほー,4
金崎島,かねさきじま,かねさきしま,しま,6
鼻繰岩,はなぐりいわ,はなくりいわ,いわ,6
前田山,まえだやま,まえたやま,やま,5
新柴又,しんしばまた,しんしはまた,また,6
杉野川,すぎのがわ,すきのかわ,かわ,5
小母屋,おもや,おもや,もや,3
木曽殿越,きりとのごし,きりとのこし,こし,6
覚了寺,かくりょーじ,かくりょーし,ーし,6
割石岳,わりいしだけ,わりいしたけ,たけ,6
浄水,じょーすい,しょーすい,すい,5
上古丹川,うえこたんがわ,うえこたんかわ,かわ,7
沖小島,おきこじま,おきこしま,しま,5
沖小島,おこがしま,おこかしま,しま,5
実川,みかわ,みかわ,かわ,3
実川,さねかわ,さねかわ,かわ,4
浜小清水,はまこしみず,はまこしみす,みす,6
中岬,なかみさき,なかみさき,さき,5
東京セントラル美術館,とーきょーせんとらるびじゅつかん,とーきょーせんとらるひしゅつかん,かん,16
足柄,あしがら,あしから,から,4
八ヶ尾山,はちがおやま,はちかおやま,やま,6
継子島,つなこしま,つなこしま,しま,5
牛ケ首峠,うしがくびとーげ,うしかくひとーけ,ーけ,8
水沢峠,すいざわとーげ,すいさわとーけ,ーけ,7
岳の山,だけのやま,たけのやま,やま,5
臍島,へそじま,へそしま,しま,4
月山森,げさんもり,けさんもり,もり,5
舟見岳,ふねみだけ,ふねみたけ,たけ,5
オプタテシケ山,おぷたてしけやま,おふたてしけやま,やま,8
山陽垂水,さんよーたるみ,さんよーたるみ,るみ,7
打釣瀬,うつつりぜ,うつつりぜ,りぜ,5
大門桟橋,だいもんさんばし,たいもんさんはし,はし,8
福養滝,ふくよーだき,ふくよーたき,たき,6
白沢峠,しらさわとーげ,しらさわとーけ,ーけ,7
翁倉山,おきなくらやま,おきなくらやま,やま,7
岩野川,いわのがわ,いわのかわ,かわ,5
様似,さまに,さまに,まに,3
江の浦,えのうら,えのうら,うら,4
経塚山,きょーずかやま,きょーすかやま,やま,7
名古屋,なごや,なこや,こや,3
津ノ森,つのもり,つのもり,もり,4
本川町,ほんかわちょー,ほんかわちょー,ょー,7
南福岡,みなみふくおか,みなみふくおか,おか,7
矢尾峠,やびとーげ,やひとーけ,ーけ,5
北鳥島,きたとりしま,きたとりしま,しま,6
びわこ,びわこ,ひわこ,わこ,3
片無去川,かたむさりかわ,かたむさりかわ,かわ,7
諸助山,もろすけやま,もろすけやま,やま,6
磯次郎沢,いそじろーのさわ,いそしろーのさわ,さわ,8
石建峠,いしたてとーげ,いしたてとーけ,ーけ,7
本宮山,ほんぐーざん,ほんくーさん,さん,6
本宮山,ほんぐーさん,ほんくーさん,さん,6
田の崎,たのさき,たのさき,さき,4
カゲリ,かげり,かけり,けり,3
前深瀬川,まえふかせがわ,まえふかせかわ,かわ,7
鏡石山,かがみいしやま,かかみいしやま,やま,7
高原川,たかはらがわ,たかはらかわ,かわ,6
阿星山,あぼしやま,あほしやま,やま,5
貴志川線,きしがわせん,きしかわせん,せん,6
御墓原,みはかばら,みはかはら,はら,5
穴川峠,あながわとーげ,あなかわとーけ,ーけ,7
アタケ岬,あたけみさき,あたけみさき,さき,6
紀伊田辺,きいたなべ,きいたなへ,なへ,5
ヤイタイ島,やいたいとー,やいたいとー,とー,6
正面崎,しょーめんざき,しょーめんさき,さき,7
倉内湾,くらうちわん,くらうちわん,わん,6
君掛根,きみかけね,きみかけね,けね,5
花輪盆地,はなわぼんち,はなわほんち,んち,6
湯里,ゆさと,ゆさと,さと,3
小谷松,こやまつ,こやまつ,まつ,4
小串岬,こぐしみさき,こくしみさき,さき,6
バラサン岬,ばらさんみさき,はらさんみさき,さき,7
神丘,かみおか,かみおか,おか,4
長尾峠,ながおとーげ,なかおとーけ,ーけ,6
矢大臣山,やだいじんやま,やたいしんやま,やま,7
櫛ノ宇根,くしのうね,くしのうね,うね,5
久志岳,くしだけ,くしたけ,たけ,4
日向大束,ひゅーがおーつか,ひゅーかおーつか,つか,8
姥島,うばじま,うはしま,しま,4
冷川峠,ひえかわとーげ,ひえかわとーけ,ーけ,7
千尋岬,ちひろみさき,ちひろみさき,さき,6
蔵王川,ざおーかわ,さおーかわ,かわ,5
館山,たてやま,たてやま,やま,4
美里別滝,びりべつだき,ひりへつたき,たき,6
小朝日岳,こあさひだけ,こあさひたけ,たけ,6
シワエ,しわえ,しわえ,わえ,3
蒲萄峠,ぶどーとーげ,ふとーとーけ,ーけ,6
近鉄蟹江,きんてつかにえ,きんてつかにえ,にえ,7
大師山,たいしやま,たいしやま,やま,5
大師山,だいしやま,たいしやま,やま,5
達曽部川,たっそーべがわ,たっそーへかわ,かわ,7
十勝清水,とかちしみず,とかちしみす,みす,6
猪臥山,いのぶせやま,いのふせやま,やま,6
西浜,にしはま,にしはま,はま,4
水ヶ沢山,みずがさわやま,みすかさわやま,やま,7
破不山,はふさん,はふさん,さん,4
沙弥島,しゃみじま,しゃみしま,しま,5
フルブライト,ふるぶらいと,ふるふらいと,いと,6
漕通鼻,こぎどーりばな,こきとーりはな,はな,7
泊崎,とまりざき,とまりさき,さき,5
イカリカイ島,いかりかいとー,いかりかいとー,とー,7
琴電屋島,ことでんやしま,ことてんやしま,しま,7
東庶路,ひがししょろ,ひかししょろ,ょろ,6
弁天岬,べんてんみさき,へんてんみさき,さき,7
大樽川,おーたるがわ,おーたるかわ,かわ,6
第七小針丸,だいしちこばりまる,たいしちこはりまる,まる,9
イラサワ山,いらさわやま,いらさわやま,やま,6
ヤヨエ,やよえ,やよえ,よえ,3
神戸川,かんどがわ,かんとかわ,かわ,5
御駒山,おこまやま,おこまやま,やま,5
ボウ,ぼう,ほう,ほう,2
大嶺山,おーみねやま,おーみねやま,やま,6
天王寺支線,てんのーじしせん,てんのーししせん,せん,8
倉敷川,くらしきがわ,くらしきかわ,かわ,6
浄土真宗,じょーどしんしゅー,しょーとしんしゅー,ゅー,9
黒岳沢,くろだけざわ,くろたけさわ,さわ,6
仏生ケ岳,ぶっしょーがたけ,ふっしょーかたけ,たけ,8
天ケ峰,てんがみね,てんかみね,みね,5
佐久間湖,さくまこ,さくまこ,まこ,4
笠島,かさしま,かさしま,しま,4
地ノ孤島,ちのこじま,ちのこしま,しま,5
小杉,こすぎ,こすき,すき,3
瀬居島,せいじま,せいしま,しま,4
阿知川,あちがわ,あちかわ,かわ,4
君ヶ金崎,きみがかねさき,きみかかねさき,さき,7
内田川,うちだがわ,うちたかわ,かわ,5
壁岩,かべいわ,かへいわ,いわ,4
勝田台,かつただい,かつたたい,たい,5
猪田山,いたさん,いたさん,さん,4
滝原,たきはら,たきはら,はら,4
妙延寺,みょーえんじ,みょーえんし,んし,6
燧ケ岳,ひうちがたけ,ひうちかたけ,たけ,6
ヨゴセ島,よごせじま,よこせしま,しま,5
飛行場前,ひこーじょーまえ,ひこーしょーまえ,まえ,8
上落合,かみおちあい,かみおちあい,あい,6
ルサ川,るさがわ,るさかわ,かわ,4
間藤,まとー,まとー,とー,3
コックリ湖,こっくりこ,こっくりこ,りこ,5
境山,さかいやま,さかいやま,やま,5
ロンジー,ろんじー,ろんしー,しー,4
片蓋山,かたふたやま,かたふたやま,やま,6
入鹿鼻,いるかばな,いるかはな,はな,5
切詰峠,きりずめとーげ,きりすめとーけ,ーけ,7
実行寺,じっこーじ,しっこーし,ーし,5
中央線支線,ちゅーおーせんしせん,ちゅーおーせんしせん,せん,10
曽々木海岸,そそぎかいがん,そそきかいかん,かん,7
討伐沢,とーばつざわ,とーはつさわ,さわ,6
丸山川,まるやまがわ,まるやまかわ,かわ,6
ウエルター,うえるたー,うえるたー,たー,5
玉桂寺前,ぎょくけいじまえ,きょくけいしまえ,まえ,8
扇沢,おーぎさわ,おーきさわ,さわ,5
ハッタオマナイ岳,はつたおまないだけ,はつたおまないたけ,たけ,9
中摩殿畑山,なかまとのはたやま,なかまとのはたやま,やま,9
津花峠,つばなとーげ,つはなとーけ,ーけ,6
豊後国分,ぶんごこくぶ,ふんここくふ,くふ,6
宮崎ノ鼻,みやざきのはな,みやさきのはな,はな,7
西鷹巣,にしたかのす,にしたかのす,のす,6
西ウレ峠,にしうれとーげ,にしうれとーけ,ーけ,7
星原峠,ほしはらとーげ,ほしはらとーけ,ーけ,7
西宮内,にしみやうち,にしみやうち,うち,6
御代ヶ池,みよがいけ,みよかいけ,いけ,5
山案中島,やまあんじゅしま,やまあんしゅしま,しま,8
岡山郵便局前,おかやまゆーびんきょくまえ,おかやまゆーひんきょくまえ,まえ,13
湯西川,ゆにしかわ,ゆにしかわ,かわ,5
伊勢大井,いせおーい,いせおーい,ーい,5
御殿場線,ごてんばせん,こてんはせん,せん,6
君ケ野川,きみがのかわ,きみかのかわ,かわ,6
香春岳,かわらだけ,かわらたけ,たけ,5
安下庄湾,あげのしょーわん,あけのしょーわん,わん,8
伊豆高原,いずこーげん,いすこーけん,けん,6
瓢沼,ひさごぬま,ひさこぬま,ぬま,5
十府ケ浦,とふがうら,とふかうら,うら,5
新潮,しんちょー,しんちょー,ょー,5
四ッ滝,よつだき,よつたき,たき,4
木禽岳,ききんだけ,ききんたけ,たけ,5
仁頃山,にころやま,にころやま,やま,5
大円寺,だいえんじ,たいえんし,んし,5
黒尾谷岳,くろおやだけ,くろおやたけ,たけ,6
茶臼岳,ちゃうすだけ,ちゃうすたけ,たけ,6
奥山川,おくやまがわ,おくやまかわ,かわ,6
栗田湾,くんだわん,くんたわん,わん,5
井出舞沢,いでのまいざわ,いてのまいさわ,さわ,7
村田川,むらたがわ,むらたかわ,かわ,5
笹引の段,ささびきのだん,ささひきのたん,たん,7
チベット,ちべっと,ちへっと,っと,4
権現崎,ごんげんさき,こんけんさき,さき,6
権現崎,ごんげんざき,こんけんさき,さき,6
和佐又山,わさまたやま,わさまたやま,やま,6
稲荷,いなり,いなり,なり,3
大雲取越,おーくもとりごえ,おーくもとりこえ,こえ,8
青苗岬,あおなえみさき,あおなえみさき,さき,7
池ノ谷,いけのたに,いけのたに,たに,5
立待島,たちまちじま,たちまちしま,しま,6
高井島,たかいじま,たかいしま,しま,5
カシノコ島,かしのこじま,かしのこしま,しま,6
峯山,みねやま,みねやま,やま,4
小山,おやま,おやま,やま,3
小山,こやま,こやま,やま,3
梅田川,うめだがわ,うめたかわ,かわ,5
九郎山,くろーやま,くろーやま,やま,5
精錬,せいれん,せいれん,れん,4
犬川,いぬかわ,いぬかわ,かわ,4
天上山,てんじょーざん,てんしょーさん,さん,7
天上山,てんじょーさん,てんしょーさん,さん,7
正津川,しょーずがわ,しょーすかわ,かわ,6
浅川,あさがわ,あさかわ,かわ,4
浅川,あさかわ,あさかわ,かわ,4
神峰山,しんぽーざん,しんほーさん,さん,6
天ノ原山,あまのはらやま,あまのはらやま,やま,7
西根川,にしねがわ,にしねかわ,かわ,5
富野,とみの,とみの,みの,3
伝久寺,でんきゅーじ,てんきゅーし,ーし,6
古丹別川,こたんべつがわ,こたんへつかわ,かわ,7
長崎湾,ながさきわん,なかさきわん,わん,6
古賀,こが,こか,こか,2
金谷沢,かなやさわ,かなやさわ,さわ,5
鴨方,かもがた,かもかた,かた,4
トルマ鼻,とるまばな,とるまはな,はな,5
鵜ノ瀬,うのせ,うのせ,のせ,3
サンボトジ頭,さんぼとじかしら,さんほとしかしら,しら,8
戸亀島,とがめじま,とかめしま,しま,5
片瀬,かたせ,かたせ,たせ,3
二塚,ふたつか,ふたつか,つか,4
日振島,ひぶりしま,ひふりしま,しま,5
岩室,いわむろ,いわむろ,むろ,4
Ｇ１,じーわん,しーわん,わん,4
山東,さんどー,さんとー,とー,4
静内川,しずないがわ,しすないかわ,かわ,6
爺ケ岳,じーがたけ,しーかたけ,たけ,5
大雲取山,おーくもとりやま,おーくもとりやま,やま,8
伊東,いとー,いとー,とー,3
赤谷城山,あかたにじょーやま,あかたにしょーやま,やま,9
寒風峠,さむかぜとーげ,さむかぜとーけ,ーけ,7
大串崎,おくりざき,おくりさき,さき,5
一ノ谷,いちのたに,いちのたに,たに,5
三春,みはる,みはる,はる,3
本遠寺,ほんのんじ,ほんのんし,んし,5
朝日岳,あさひがたけ,あさひかたけ,たけ,6
朝日岳,あさひだけ,あさひたけ,たけ,5
禰々子森,ねねこもり,ねねこもり,もり,5
山毛欅潰山,ぶなつぶれやま,ふなつふれやま,やま,7
ヤマツミ,やまつみ,やまつみ,つみ,4
屋良部崎,やらぶざき,やらふさき,さき,5
棚野川,たなのがわ,たなのかわ,かわ,5
大槌川,おーつちがわ,おーつちかわ,かわ,6
赤碆,あかばえ,あかはえ,はえ,4
岡山,おかやま,おかやま,やま,4
大川,おーかわ,おーかわ,かわ,4
サノ瀬,さのせ,さのせ,のせ,3
袋坂峠,ふくろざかとーげ,ふくろさかとーけ,ーけ,8
両国柳橋,りょーごくやなぎばし,りょーこくやなきはし,はし,10
南ケ崎,みなみがさき,みなみかさき,さき,6
宇部,うべ,うへ,うへ,2
八本木,はっぽんぎ,はっほんき,んき,5
幌加山,ほろかやま,ほろかやま,やま,5
梅本,うめもと,うめもと,もと,4
八合山,はちごーやま,はちこーやま,やま,6
池北線,ちほくせん,ちほくせん,せん,5
蘇我,そが,そか,そか,2
髻山,もとどりやま,もととりやま,やま,6
梅ヶ峠,うめがとー,うめかとー,とー,5
美比内山,びびないやま,ひひないやま,やま,6
名古屋貨物ターミナル,なごやかもつたーみなる,なこやかもつたーみなる,なる,11
重岡,しげおか,しけおか,おか,4
竹原,たけはら,たけはら,はら,4
三方峠,さんぼーとーげ,さんほーとーけ,ーけ,7
郡川,こーりがわ,こーりかわ,かわ,5
藻琴山,もことやま,もことやま,やま,5
合地山,がっちさん,かっちさん,さん,5
タカンボウ山,たかんぼーやま,たかんほーやま,やま,7
青崩峠,あおくずれとーげ,あおくすれとーけ,ーけ,8
位山峠,くらいやまとーげ,くらいやまとーけ,ーけ,8
ルシャ川,るしゃがわ,るしゃかわ,かわ,5
入来峠,いりきとーげ,いりきとーけ,ーけ,6
足毛馬島,あしげばじま,あしけはしま,しま,6
岩船寺,がんせんじ,かんせんし,んし,5
天台寺,てんだいじ,てんたいし,いし,5
愛鷹山,あしたかやま,あしたかやま,やま,6
板坂峠,いたさかとーげ,いたさかとーけ,ーけ,7
御手洗滝,みたらいたき,みたらいたき,たき,6
西訓子府,にしくんねっぷ,にしくんねっふ,っふ,7
出崎山,でさきさん,てさきさん,さん,5
実沢川,さねざがわ,さねさかわ,かわ,5
桑沼,くわぬま,くわぬま,ぬま,4
五間ケ森,ごけんがもり,こけんかもり,もり,6
海崎,かいざき,かいさき,さき,4
撫養線,むやせん,むやせん,せん,4
鶴舞崎,つるもざき,つるもさき,さき,5
スガ,すが,すか,すか,2
渋木,しぶき,しふき,ふき,3
総武線,そーぶせん,そーふせん,せん,5
西片上,にしかたかみ,にしかたかみ,かみ,6
小松倉山,こまつくらやま,こまつくらやま,やま,7
明瀬鼻,めいぜばな,めいぜはな,はな,5
磯松崎,いそまつざき,いそまつさき,さき,6
羽幌川,はぼろがわ,はほろかわ,かわ,5
龍島,りゅーじま,りゅーしま,しま,5
小本川,おもとがわ,おもとかわ,かわ,5
吉野生,よしのぶ,よしのふ,のふ,4
帯解,おびとけ,おひとけ,とけ,4
焼曽根山,やきそねやま,やきそねやま,やま,6
津堅島,つけんじま,つけんしま,しま,5
松下ケ鼻,まつしたがばな,まつしたかはな,はな,7
酒谷川,さかたにがわ,さかたにかわ,かわ,6
萌茂尻島,ほえもしりとー,ほえもしりとー,とー,7
創成小学校前,そーせいしょーがっこーまえ,そーせいしょーかっこーまえ,まえ,13
大田口,おーたぐち,おーたくち,くち,5
鉾山,ほこさん,ほこさん,さん,4
発寒川,はっさむがわ,はっさむかわ,かわ,6
籠島,かごしま,かこしま,しま,4
寒峰,かんぼー,かんほー,ほー,4
金洞山,こんどーざん,こんとーさん,さん,6
八高北線,はちこーほくせん,はちこーほくせん,せん,8
大原湖,おーはらこ,おーはらこ,らこ,5
十二神山,じゅーにじんやま,しゅーにしんやま,やま,8
タテ沼,たてぬま,たてぬま,ぬま,4
越部,こしべ,こしへ,しへ,3
千里ヶ浜,せんりがはま,せんりかはま,はま,6
メム川,めむがわ,めむかわ,かわ,4
小猿部川,おさるべかわ,おさるへかわ,かわ,6
於札内川,おさつないかわ,おさつないかわ,かわ,7
大河原峠,おーかわらとーげ,おーかわらとーけ,ーけ,8
柴平,しばひら,しはひら,ひら,4
三ノ倉山,さんのくらやま,さんのくらやま,やま,7
弘前,ひろさき,ひろさき,さき,4
火焚崎,ひたきざき,ひたきさき,さき,5
ヤーザーガー,やーざーがー,やーさーかー,かー,6
浅海井,あざむい,あさむい,むい,4
大崎山,おーさきやま,おーさきやま,やま,6
矢滝城山,やたきしろやま,やたきしろやま,やま,7
タワー,たわー,たわー,わー,3
大正用水,たいしょーよーすい,たいしょーよーすい,すい,9
高広山,たかひろやま,たかひろやま,やま,6
高広山,こーこーざん,こーこーさん,さん,6
桐ケ峠,きりがとーげ,きりかとーけ,ーけ,6
オチメンペ川,おちめんぺがわ,おちめんへかわ,かわ,7
玉崎,たまさき,たまさき,さき,4
碇ヶ関,いかりがせき,いかりかせき,せき,6
チコハイ川,ちこはいがわ,ちこはいかわ,かわ,6
於茂登岳,おもとだけ,おもとたけ,たけ,5
戸尺鼻,としゃくばな,としゃくはな,はな,6
南行橋,みなみゆくはし,みなみゆくはし,はし,7
蒲生岳,がもーだけ,かもーたけ,たけ,5
草道,くさみち,くさみち,みち,4
池間大橋,いけまおーはし,いけまおーはし,はし,7
南宿,みなみじゅく,みなみしゅく,ゅく,6
蟹沢,かにさわ,かにさわ,さわ,4
大丹生池,おーにゅーいけ,おーにゅーいけ,いけ,7
焼山,やけやま,やけやま,やま,4
焼山,やきやま,やきやま,やま,4
福田崎,ふくださき,ふくたさき,さき,5
硫黄川,いおーがわ,いおーかわ,かわ,5
乙部岳,おとべだけ,おとへたけ,たけ,5
ビーバ,びーば,ひーは,ーは,3
清津川,きよつがわ,きよつかわ,かわ,5
船入島,ふないりじま,ふないりしま,しま,6
札沼南線,さっしょーなんせん,さっしょーなんせん,せん,9
壮志岳,そーしだけ,そーしたけ,たけ,5
青蓮寺川,しょーれんじがわ,しょーれんしかわ,かわ,8
ジュラシック・パーク,じゅらしっくぱーく,しゅらしっくはーく,ーく,9
イナエップ沢,いなえっぷさわ,いなえっふさわ,さわ,7
プット,ぷっと,ふっと,っと,3
野津川,のつがわ,のつかわ,かわ,4
峰延,みねのぶ,みねのふ,のふ,4
美唄原野,びばいげんや,ひはいけんや,んや,6
相泊山,あいどまりやま,あいとまりやま,やま,7
綾里湾,りょーりわん,りょーりわん,わん,6
五稜郭公園前,ごりょーかくこーえんまえ,こりょーかくこーえんまえ,まえ,12
鷲原,わしはら,わしはら,はら,4
追分原,おいわけはら,おいわけはら,はら,6
算用師川,さんよーしがわ,さんよーしかわ,かわ,7
羽束川,はつかがわ,はつかかわ,かわ,5
新蛇抜山,しんじゃぬけやま,しんしゃぬけやま,やま,8
宇田郷,うたごー,うたこー,こー,4
小泊岬,こどまりみさき,ことまりみさき,さき,7
友知島,ともしりとー,ともしりとー,とー,6
唐津,からつ,からつ,らつ,3
因幡社,いなばやしろ,いなはやしろ,しろ,6
近江塩津,おーみしおつ,おーみしおつ,おつ,6
耳ほげ,みほげ,みほけ,ほけ,3
木野,きの,きの,きの,2
崎野ノ鼻,さきののはな,さきののはな,はな,6
水界峠,すいかいとーげ,すいかいとーけ,ーけ,7
斗賀野,とがの,とかの,かの,3
鯰峠,なまずとーげ,なますとーけ,ーけ,6
那加,なか,なか,なか,2
粟津線,あわずせん,あわすせん,せん,5
初台,はつだい,はつたい,たい,4
割倉山,わりくらやま,わりくらやま,やま,6
天道,てんとー,てんとー,とー,4
外津浦,ほかわずうら,ほかわすうら,うら,6
塩谷川,しおやがわ,しおやかわ,かわ,5
諏訪川,すわがわ,すわかわ,かわ,4
関内川,せきないがわ,せきないかわ,かわ,6
野坂寺,のさかじ,のさかし,かし,4
遠別岳,とーべつだけ,とーへつたけ,たけ,6
美郎島,びろーとー,ひろーとー,とー,5
曲川,まがりかわ,まかりかわ,かわ,5
横手川,よこてがわ,よこてかわ,かわ,5
大隅高須,おーすみたかす,おーすみたかす,かす,7
御大堂山,みたいどーやま,みたいとーやま,やま,7
葉積島,はせぎじま,はせきしま,しま,5
リツ,りつ,りつ,りつ,2
天都山,てんとさん,てんとさん,さん,5
碇隈山,いかりくまやま,いかりくまやま,やま,7
宿野辺川,しゅくのべがわ,しゅくのへかわ,かわ,7
柳の沢川,やなぎのさわがわ,やなきのさわかわ,かわ,8
横綱橋,よこずなばし,よこすなはし,はし,6
地球交響曲,ちきゅーこーきょーきょく,ちきゅーこーきょーきょく,ょく,12
西早来,にしはやきた,にしはやきた,きた,6
醒ケ井,さめがい,さめかい,かい,4
重蛇島,じゅーじゃしま,しゅーしゃしま,しま,7
野田浜,のだはま,のたはま,はま,4
前白根山,まえしらねさん,まえしらねさん,さん,7
白木峰,しろきみね,しろきみね,みね,5
ツラツラ岬,つらつらみさき,つらつらみさき,さき,7
温見峠,ぬくみとーげ,ぬくみとーけ,ーけ,6
相浦川,あいのうらがわ,あいのうらかわ,かわ,7
横川目,よこかわめ,よこかわめ,わめ,5
鵜ノ石鼻,うのいしばな,うのいしはな,はな,6
楠田山,くすだやま,くすたやま,やま,5
桧又谷,ひまただに,ひまたたに,たに,5
大鰐谷森,おーわんやもり,おーわんやもり,もり,7
男女群島,だんじょぐんとー,たんしょくんとー,とー,8
御牧ケ原,みまきがはら,みまきかはら,はら,6
神威嶽,かむいだけ,かむいたけ,たけ,5
少ケ野,しょーがの,しょーかの,かの,5
打当川,うっとーがわ,うっとーかわ,かわ,6
門田屋敷,かどたやしき,かとたやしき,しき,6
紀伊佐野,きいさの,きいさの,さの,4
千里ケ浜,せんりがはま,せんりかはま,はま,6
能取湖,のところ,のところ,ころ,4
三呉線,さんごせん,さんこせん,せん,5
単冠湾,ひとかっぷわん,ひとかっふわん,わん,7
パンケ沼,ぱんけとー,はんけとー,とー,5
大坂山,おーさかやま,おーさかやま,やま,6
段島,だんじま,たんしま,しま,4
ツル根岬,つるねさき,つるねさき,さき,5
阿哲峡,あてつきょー,あてつきょー,ょー,6
振内山,ふれないやま,ふれないやま,やま,6
笊ヶ岳,ざるががたけ,さるかかたけ,たけ,6
真山,まやま,まやま,やま,3
真山,しんやま,しんやま,やま,4
真山,しんざん,しんさん,さん,4
切ケ久保峠,きりがくぼとーげ,きりかくほとーけ,ーけ,8
灰ケ峰,はいがみね,はいかみね,みね,5
口ノ鼻,くちのはな,くちのはな,はな,5
仏頂山,ぶっちょーざん,ふっちょーさん,さん,7
瓜生崎,うりゅーざき,うりゅーさき,さき,6
岳ノ鼻,たけのはな,たけのはな,はな,5
東淀川,ひがしよどがわ,ひかしよとかわ,かわ,7
ノカナン沢,のかなんさわ,のかなんさわ,さわ,6
海附岬,かいずけみさき,かいすけみさき,さき,7
大黒神島,おーくろかみじま,おーくろかみしま,しま,8
神社崎,じんじゃざき,しんしゃさき,さき,6
五龍岳,ごりゅーだけ,こりゅーたけ,たけ,6
日高川,ひだかがわ,ひたかかわ,かわ,5
多度志川,たどしがわ,たとしかわ,かわ,5
山本山,やまもとやま,やまもとやま,やま,6
ジェネレイション,じぇねれいしょん,しぇねれいしょん,ょん,8
八東,はっとー,はっとー,とー,4
スマトラ島,すまとらとー,すまとらとー,とー,6
吹矢山,ふきややま,ふきややま,やま,5
細越峠,ほそごえとーげ,ほそこえとーけ,ーけ,7
樽峠,たるとーげ,たるとーけ,ーけ,5
城ヶ谷峠,じょーがたにとーげ,しょーかたにとーけ,ーけ,9
霞ケ丘,かすみがおか,かすみかおか,おか,6
大樺の頭,おーかばのかしら,おーかはのかしら,しら,8
早津江川,はやつえがわ,はやつえかわ,かわ,6
大早稲沢山,おーわせざわやま,おーわせさわやま,やま,8
頸城大野,くびきおーの,くひきおーの,ーの,6
御沢峠,みさわとーげ,みさわとーけ,ーけ,6
右俣谷,みぎまただに,みきまたたに,たに,6
ＴＯＰＩＸ先物,とぴっくすさきもの,とひっくすさきもの,もの,9
フータツアシヨロ川,ふーたつあしよろがわ,ふーたつあしよろかわ,かわ,10
小高川,おだかがわ,おたかかわ,かわ,5
中津峡,なかつきょー,なかつきょー,ょー,6
プログレシスティ,ぷろぐれしすてぃ,ふろくれしすてぃ,てぃ,8
矢止岳,やどめだけ,やとめたけ,たけ,5
樽川,たるがわ,たるかわ,かわ,4
宮ノ窪瀬戸,みやのくぼせと,みやのくほせと,せと,7
ニペソツ川,にぺそつがわ,にへそつかわ,かわ,6
泊浦,とまりうら,とまりうら,うら,5
氷山,こーりやま,こーりやま,やま,5
雉子ケ尾峠,きじがおとーげ,きしかおとーけ,ーけ,7
小佐渡丘陵,こさどきゅーりょー,こさときゅーりょー,ょー,9
梅ヶ平山,うめがだいらやま,うめかたいらやま,やま,8
仏国寺,ぶっこくでら,ふっこくてら,てら,6
川辺川,かわべがわ,かわへかわ,かわ,5
常念寺,じょーねんじ,しょーねんし,んし,6
学研都市線,がっけんとしせん,かっけんとしせん,せん,8
ビワ首,びわくび,ひわくひ,くひ,4
安楽,あんらく,あんらく,らく,4
代田橋,だいたばし,たいたはし,はし,5
大天井ヶ岳,おーてんじょーがだけ,おーてんしょーかたけ,たけ,10
石川線,いしかわせん,いしかわせん,せん,6
フリーク,ふりーく,ふりーく,ーく,4
家山,いえやま,いえやま,やま,4
中記念別川,なかきねんべつがわ,なかきねんへつかわ,かわ,9
大藻路,おーもじ,おーもし,もし,4
ポー川,ぽーがわ,ほーかわ,かわ,4
