surface,reading,reading_seion,reading_search,count_hira
十勝毎日新聞社,とかちまいにちしんぶんしゃ,とかちまいにちしんふんしゃ,しゃ,13
愛知銀行,あいちぎんこー,あいちきんこー,こー,7
金沢美術工芸大,かなざわびじゅつこーげいだい,かなさわひしゅつこーけいたい,たい,14
パレスホテル,ぱれすほてる,はれすほてる,てる,6
東京ヘレン・ケラー協会,とーきょーへれんけらーきょーかい,とーきょーへれんけらーきょーかい,かい,16
ウィーンベースボール・ク,うぃーんべーすぼーるく,うぃーんへーすほーるく,るく,11
八幡ねじ,やはたねじ,やはたねし,ねし,5
中電工業,ちゅーでんこーぎょー,ちゅーてんこーきょー,ょー,10
前橋工,まえばしこー,まえはしこー,こー,6
西日本信販,にしにっぽんしんぱん,にしにっほんしんはん,はん,10
ＪＲＡ,じぇいあーるえい,しぇいあーるえい,えい,8
大東京しあわせ生命保険,だいとーきょーしあわせせいめいほけん,たいとーきょーしあわせせいめいほけん,けん,18
北星学園女子短大,ほくせいがくえんじょしたんだい,ほくせいかくえんしょしたんたい,たい,15
林ベニヤ,はやしべにや,はやしへにや,にや,6
中央魚類,ちゅーおーぎょるい,ちゅーおーきょるい,るい,9
江戸一,えどいち,えといち,いち,4
マリモクラフト,まりもくらふと,まりもくらふと,ふと,7
健康保険人吉総合病院,けんこーほけんひとよしそーごーびょーいん,けんこーほけんひとよしそーこーひょーいん,いん,20
主婦と生活社,しゅふとせいかつしゃ,しゅふとせいかつしゃ,しゃ,10
東京電子設計,とーきょーでんしせっけい,とーきょーてんしせっけい,けい,12
山陽コカ・コーラボトリング,さんよーこかこーらぼとりんぐ,さんよーこかこーらほとりんく,んく,14
大倉電気,おーくらでんき,おーくらてんき,んき,7
メックス,めっくす,めっくす,くす,4
柏書房,かしわしょぼー,かしわしょほー,ほー,7
メルダック,めるだっく,めるたっく,っく,5
佐賀大学,さがだいがく,さかたいかく,かく,6
神戸新聞社,こーべしんぶんしゃ,こーへしんふんしゃ,しゃ,9
東洋物産,とーよーぶっさん,とーよーふっさん,さん,8
早大,そーだい,そーたい,たい,4
日和山観光,ひよりやまかんこー,ひよりやまかんこー,こー,9
内田油圧機器工業,うちだゆあつききこーぎょー,うちたゆあつききこーきょー,ょー,13
福留ハム,ふくとめはむ,ふくとめはむ,はむ,6
池伝,いけでん,いけてん,てん,4
ベ平連,べへいれん,へへいれん,れん,5
イシイコーポレーション,いしいこーぽれーしょん,いしいこーほれーしょん,ょん,11
聖霊女子短大,せいれいじょしたんだい,せいれいしょしたんたい,たい,11
阪急百貨店,はんきゅーひゃっかてん,はんきゅーひゃっかてん,てん,11
門司港ホテル,もじこーほてる,もしこーほてる,てる,7
福島県立会津短期大学,ふくしまけんりつあいずたんきだいがく,ふくしまけんりつあいすたんきたいかく,かく,18
パスコ,ぱすこ,はすこ,すこ,3
カンダ,かんだ,かんた,んた,3
大多喜ガス,おーたきがす,おーたきかす,かす,6
ウィズウェイストジャパン,うぃずうぇいすとじゃぱん,うぃすうぇいすとしゃはん,はん,12
名港海運,めいこーかいうん,めいこーかいうん,うん,8
コスモ証券,こすもしょーけん,こすもしょーけん,けん,8
明治薬科大,めいじやっかだい,めいしやっかたい,たい,8
備前サービスセンター,びぜんさーびすせんたー,ひぜんさーひすせんたー,たー,11
名古屋造形芸術短大,なごやぞーけいげいじゅつたんだい,なこやそーけいけいしゅつたんたい,たい,16
日本高周波鋼業,にほんこーしゅーはこーぎょー,にほんこーしゅーはこーきょー,ょー,14
ウタリ共同,うたりきょーどー,うたりきょーとー,とー,8
タクマ,たくま,たくま,くま,3
冨士工業,ふじこーぎょー,ふしこーきょー,ょー,7
住吉会,すみよしかい,すみよしかい,かい,6
帝都信用金庫,ていとしんよーきんこ,ていとしんよーきんこ,んこ,10
アイダエンジニアリング,あいだえんじにありんぐ,あいたえんしにありんく,んく,11
シモジマ商事,しもじましょーじ,しもしましょーし,ーし,8
佐賀医科大学,さがいかだいがく,さかいかたいかく,かく,8
関東自動車,かんとーじどーしゃ,かんとーしとーしゃ,しゃ,9
東浴,とーよく,とーよく,よく,4
児島洋紙,こじまよーし,こしまよーし,ーし,6
萬代,ばんだい,はんたい,たい,4
元旦ビューティ工業,がんたんびゅーてぃこーぎょー,かんたんひゅーてぃこーきょー,ょー,14
本多通信工業,ほんだつーしんこーぎょー,ほんたつーしんこーきょー,ょー,12
東京物産,とーきょーぶっさん,とーきょーふっさん,さん,9
コパル電子,こぱるでんし,こはるてんし,んし,6
コガネイ,こがねい,こかねい,ねい,4
英和大学,えいわだいがく,えいわたいかく,かく,7
新華社,しんかしゃ,しんかしゃ,しゃ,5
日栄化学,にちえいかがく,にちえいかかく,かく,7
インロック社,いんろっくしゃ,いんろっくしゃ,しゃ,7
東海病院,とーかいびょーいん,とーかいひょーいん,いん,9
亀有病院,かめありびょーいん,かめありひょーいん,いん,9
三谷産業,みたにさんぎょー,みたにさんきょー,ょー,8
札幌大,さっぽろだい,さっほろたい,たい,6
衛生局,えいせいきょく,えいせいきょく,ょく,7
エルピス,えるぴす,えるひす,ひす,4
保守党,ほしゅとー,ほしゅとー,とー,5
峰山高等学校,みねやまこーとーがっこー,みねやまこーとーかっこー,こー,12
ヤマハファインテック,やまはふぁいんてっく,やまはふぁいんてっく,っく,10
九州陶磁文化館,きゅーしゅーとーじぶんかかん,きゅーしゅーとーしふんかかん,かん,14
徳島文理大短期大学部,とくしまぶんりだいたんきだいがくぶ,とくしまふんりたいたんきたいかくふ,くふ,17
静岡女子大,しずおかじょしだい,しすおかしょしたい,たい,9
奈良魚市,ならうおいち,ならうおいち,いち,6
ホリプロ,ほりぷろ,ほりふろ,ふろ,4
日鐵商事,にってつしょーじ,にってつしょーし,ーし,8
梅花大,ばいかだい,はいかたい,たい,5
三葉製作所,みつばせいさくじょ,みつはせいさくしょ,しょ,9
日生運輸,ひなせうんゆ,ひなせうんゆ,んゆ,6
ヒューネット,ひゅーねっと,ひゅーねっと,っと,6
古澤建設工業,ふるさわけんせつこーぎょー,ふるさわけんせつこーきょー,ょー,13
ジューキ,じゅーき,しゅーき,ーき,4
愛知県立昭和高校,あいちけんりつしょーわこーこー,あいちけんりつしょーわこーこー,こー,15
四国繊維販売,しこくせんいはんばい,しこくせんいはんはい,はい,10
信濃毎日新聞,しなのまいにちしんぶん,しなのまいにちしんふん,ふん,11
ロゴスコーポレーション,ろごすこーぽれーしょん,ろこすこーほれーしょん,ょん,11
道都大学,どーとだいがく,とーとたいかく,かく,7
ＲＣＭＰ,あーるしーえむぴー,あーるしーえむひー,ひー,9
丸紅建材リース,まるべにけんざいりーす,まるへにけんさいりーす,ーす,11
モンテローザ,もんてろーざ,もんてろーさ,ーさ,6
サカグチ,さかぐち,さかくち,くち,4
ブルドックソース,ぶるどっくそーす,ふるとっくそーす,ーす,8
南丹病院,なんたんびょーいん,なんたんひょーいん,いん,9
瑞穂短期大学,みずほたんきだいがく,みすほたんきたいかく,かく,10
稚内商工,わっかないしょーこー,わっかないしょーこー,こー,10
河口湖精密,かわぐちこせいみつ,かわくちこせいみつ,みつ,9
エフエムサウンド千葉,えふえむさうんどちば,えふえむさうんとちは,ちは,10
高知商,こーちしょー,こーちしょー,ょー,6
女子栄養大,じょしえいよーだい,しょしえいよーたい,たい,9
ジャトコ,じゃとこ,しゃとこ,とこ,4
川口屋スーパーチェン,かわぐちやすーぱーちぇん,かわくちやすーはーちぇん,ぇん,12
日本グラクソ,にほんぐらくそ,にほんくらくそ,くそ,7
院友会,いんゆーかい,いんゆーかい,かい,6
フェロー・アカデミー,ふぇろーあかでみー,ふぇろーあかてみー,みー,9
キャノン販売,きゃのんはんばい,きゃのんはんはい,はい,8
佐藤秀,さとーひで,さとーひて,ひて,5
栄美通信,えいびつーしん,えいひつーしん,しん,7
札幌逓信病院,さっぽろていしんびょーいん,さっほろていしんひょーいん,いん,13
鹿児島純心女子短期大学,かごしまじゅんしんじょしたんきだいがく,かこしましゅんしんしょしたんきたいかく,かく,19
洗足学園魚津短期大学,せんぞくがくえんうおずたんきだいがく,せんそくかくえんうおすたんきたいかく,かく,18
中京医薬品,ちゅーきょーいやくひん,ちゅーきょーいやくひん,ひん,11
丸信製粉,まるしんせいふん,まるしんせいふん,ふん,8
冬水社,とーすいしゃ,とーすいしゃ,しゃ,6
日本団体生命保険,にほんだんたいせいめいほけん,にほんたんたいせいめいほけん,けん,14
せとうち銀行,せとうちぎんこー,せとうちきんこー,こー,8
福島セキスイハイム,ふくしませきすいはいむ,ふくしませきすいはいむ,いむ,11
アメリカンファミリー生命,あめりかんふぁみりーせいめい,あめりかんふぁみりーせいめい,めい,14
国民同盟,こくみんどーめい,こくみんとーめい,めい,8
アスカ,あすか,あすか,すか,3
淀川工,よどがわこー,よとかわこー,こー,6
茅ヶ崎徳洲会総合病院,ちがさきとくしゅーかいそーごーびょーいん,ちかさきとくしゅーかいそーこーひょーいん,いん,20
亜細亜学園,あじあがくえん,あしあかくえん,えん,7
ウエノ,うえの,うえの,えの,3
東日本ハム,ひがしにほんはむ,ひかしにほんはむ,はむ,8
土地改良事業団体連合会,とちかいりょーじぎょーだんたいれんごーかい,とちかいりょーしきょーたんたいれんこーかい,かい,21
矢崎計器,やざきけいき,やさきけいき,いき,6
キユーピー醸造,きゅーぴーじょーぞー,きゅーひーしょーそー,そー,10
京都府立医科大学,きょーとふりついかだいがく,きょーとふりついかたいかく,かく,13
南海電気鉄道,なんかいでんきてつどー,なんかいてんきてつとー,とー,11
橿原考古学研究所,かしはらこーこがくけんきゅーしょ,かしはらこーこかくけんきゅーしょ,しょ,16
愛知工業大,あいちこーぎょーだい,あいちこーきょーたい,たい,10
アース,あーす,あーす,ーす,3
中沢ヴィレッジ,なかざわびれっじ,なかさわひれっし,っし,8
岩仲毛織,いわなかけおり,いわなかけおり,おり,7
朝日生命保険,あさひせいめいほけん,あさひせいめいほけん,けん,10
安川電機,やすかわでんき,やすかわてんき,んき,7
層雲峡観光ホテル,そーうんきょーかんこーほてる,そーうんきょーかんこーほてる,てる,14
ジェイオーディ,じぇいおーでぃ,しぇいおーてぃ,てぃ,7
西松屋チェーン,にしまつやちぇーん,にしまつやちぇーん,ーん,9
愛北病院,あいほくびょーいん,あいほくひょーいん,いん,9
伊香保グランドホテル,いかほぐらんどほてる,いかほくらんとほてる,てる,10
拓殖大,たくしょくだい,たくしょくたい,たい,7
京都教育大,きょーときょーいくだい,きょーときょーいくたい,たい,11
九州ネットワークシステム,きゅーしゅーねっとわーくしすてむ,きゅーしゅーねっとわーくしすてむ,てむ,16
パイロットインキ,ぱいろっといんき,はいろっといんき,んき,8
やまなか食品工業,やまなかしょくひんこーぎょー,やまなかしょくひんこーきょー,ょー,14
熊本短期大学,くまもとたんきだいがく,くまもとたんきたいかく,かく,11
石川県立宝達高等学校,いしかわけんりつほーだつこーとーがっこー,いしかわけんりつほーたつこーとーかっこー,こー,20
中部積和不動産,ちゅーぶせきわふどーさん,ちゅーふせきわふとーさん,さん,12
ＧＥキャピタル・エジソン生命保険,じーいーきゃぴたるえじそんせいめいほけん,しーいーきゃひたるえしそんせいめいほけん,けん,20
静岡女子短期大学,しずおかじょしたんきだいがく,しすおかしょしたんきたいかく,かく,14
石動小学校,いするぎしょーがっこー,いするきしょーかっこー,こー,11
鹿児島新報社,かごしましんぽーしゃ,かこしましんほーしゃ,しゃ,10
亜細亜証券印刷,あじあしょーけんいんさつ,あしあしょーけんいんさつ,さつ,12
大成ラミック,たいせいらみっく,たいせいらみっく,っく,8
古賀病院,こがびょーいん,こかひょーいん,いん,7
大門,だいもん,たいもん,もん,4
アツデン,あつでん,あつてん,てん,4
書真会,しょしんかい,しょしんかい,かい,6
マイカル,まいかる,まいかる,かる,4
倉敷芸術科学大学,くらしきげいじゅつかがくだいがく,くらしきけいしゅつかかくたいかく,かく,16
柳井紙工,やないしこー,やないしこー,こー,6
ボックスオフィス,ぼっくすおふぃす,ほっくすおふぃす,ぃす,8
アダック,あだっく,あたっく,っく,4
明生ビジネスサービス,めいせいびじねすさーびす,めいせいひしねすさーひす,ひす,12
ハクバ写真産業,はくばしゃしんさんぎょー,はくはしゃしんさんきょー,ょー,12
浜大津都市開発,はまおーつとしかいはつ,はまおーつとしかいはつ,はつ,11
フィエスタ,ふぃえすた,ふぃえすた,すた,5
みなと医療生活,みなといりょーせいかつ,みなといりょーせいかつ,かつ,11
関電情報システム,かんでんじょーほーしすてむ,かんてんしょーほーしすてむ,てむ,13
九州歯科大,きゅーしゅーしかだい,きゅーしゅーしかたい,たい,10
エーアイソフト,えーあいそふと,えーあいそふと,ふと,7
追手門学院大学,おーてもんがくいんだいがく,おーてもんかくいんたいかく,かく,13
逓信ＰＲセンター,ていしんぴーあーるせんたー,ていしんひーあーるせんたー,たー,13
鹽竃神社,しおがまじんじゃ,しおかましんしゃ,しゃ,8
小田急建設,おだきゅーけんせつ,おたきゅーけんせつ,せつ,9
味岡建設,あじおかけんせつ,あしおかけんせつ,せつ,8
自動車鋳物,じどーしゃいもの,しとーしゃいもの,もの,8
奥羽大学,おーうだいがく,おーうたいかく,かく,7
フルハウス,ふるはうす,ふるはうす,うす,5
福岡辨事處,ふくおかべつじしょ,ふくおかへつししょ,しょ,9
ワニマガジン社,わにまがじんしゃ,わにまかしんしゃ,しゃ,8
西横浜国際総合病院,にしよこはまこくさいそーごーびょーいん,にしよこはまこくさいそーこーひょーいん,いん,19
名古屋経済大,なごやけいざいだい,なこやけいさいたい,たい,9
コックス,こっくす,こっくす,くす,4
ステート,すてーと,すてーと,ーと,4
トキコ,ときこ,ときこ,きこ,3
富士薬品工業,ふじやくひんこーぎょー,ふしやくひんこーきょー,ょー,11
近畿大,きんきだい,きんきたい,たい,5
東京女子医科大学附属第二病院,とーきょーじょしいかだいがくふぞくだいにびょーいん,とーきょーしょしいかたいかくふそくたいにひょーいん,いん,25
新日本木村,しんにほんきむら,しんにほんきむら,むら,8
高橋弥次右衛門商店,たかはしやじうえもんしょーてん,たかはしやしうえもんしょーてん,てん,15
日本気象協会,にほんきしょーきょーかい,にほんきしょーきょーかい,かい,12
丸大工機商会,まるだいこーきしょーかい,まるたいこーきしょーかい,かい,12
ポプラ,ぽぷら,ほふら,ふら,3
玉島,たましま,たましま,しま,4
日本ロレアル,にほんろれある,にほんろれある,ある,7
名古屋市厚生院,なごやしこーせいいん,なこやしこーせいいん,いん,10
福邦銀行,ふくほーぎんこー,ふくほーきんこー,こー,8
ベークライト商事,べーくらいとしょーじ,へーくらいとしょーし,ーし,10
日本テレシス,にほんてれしす,にほんてれしす,しす,7
明光証券,めいこーしょーけん,めいこーしょーけん,けん,9
日本ヒューム管,にっぽんひゅーむかん,にっほんひゅーむかん,かん,10
吉原ク,よしわらく,よしわらく,らく,5
中央建材工業,ちゅーおーけんざいこーぎょー,ちゅーおーけんさいこーきょー,ょー,14
関西汽船,かんさいきせん,かんさいきせん,せん,7
日本フォスタープラン協会,にほんふぉすたーぷらんきょーかい,にほんふぉすたーふらんきょーかい,かい,16
ファスニング２１,ふぁすにんぐにじゅーいち,ふぁすにんくにしゅーいち,いち,12
帝人商事,ていじんしょーじ,ていしんしょーし,ーし,8
神奈川大学,かながわだいがく,かなかわたいかく,かく,8
ローバー・グループ,ろーばーぐるーぷ,ろーはーくるーふ,ーふ,8
日建産業,にっけんさんぎょー,にっけんさんきょー,ょー,9
Ｊリーグ,じぇいりーぐ,しぇいりーく,ーく,6
津久見,つくみ,つくみ,くみ,3
ＫＤＤオフィスサポート,けいでぃーでぃーおふぃすさぽーと,けいてぃーてぃーおふぃすさほーと,ーと,16
別府大,べっぷだい,へっふたい,たい,5
東芝エンジニアリング,とーしばえんじにありんぐ,とーしはえんしにありんく,んく,12
協和医科器械,きょーわいかきかい,きょーわいかきかい,かい,9
巨人,きょじん,きょしん,しん,4
香春製鋼所,かわらせいこーしょ,かわらせいこーしょ,しょ,9
安田生命保険,やすだせいめいほけん,やすたせいめいほけん,けん,10
太平洋工業,たいへいよーこーぎょー,たいへいよーこーきょー,ょー,11
横浜国立大,よこはまこくりつだい,よこはまこくりつたい,たい,10
商工ファンド,しょーこーふぁんど,しょーこーふぁんと,んと,9
とうねん,とーねん,とーねん,ねん,4
中部カンパニー,ちゅーぶかんぱにー,ちゅーふかんはにー,にー,9
新日本紡績,しんにっぽんぼーせき,しんにっほんほーせき,せき,10
カメヤマ,かめやま,かめやま,やま,4
エリザベト音楽大学,えりざべとおんがくだいがく,えりさへとおんかくたいかく,かく,13
三洋,さんよー,さんよー,よー,4
メルセデス・ベンツ日本,めるせですべんつにほん,めるせてすへんつにほん,ほん,11
メルセデス・ベンツ日本,めるせですべんつにっぽん,めるせてすへんつにっほん,ほん,12
ホテルニューグランド,ほてるにゅーぐらんど,ほてるにゅーくらんと,んと,10
レイキ,れいき,れいき,いき,3
盟和産業,めいわさんぎょー,めいわさんきょー,ょー,8
南東北病院,みなみとーほくびょーいん,みなみとーほくひょーいん,いん,12
三井不動産住宅サービス,みついふどーさんじゅーたくさーびす,みついふとーさんしゅーたくさーひす,ひす,17
丸井産業,まるいさんぎょー,まるいさんきょー,ょー,8
磯貝碧蹄館,いそかいへきていかん,いそかいへきていかん,かん,10
日刊建設産業新聞社,にっかんけんせつさんぎょーしんぶんしゃ,にっかんけんせつさんきょーしんふんしゃ,しゃ,19
神戸製鋼,こーべせいこー,こーへせいこー,こー,7
本荘第一病院,ほんじょーだいいちびょーいん,ほんしょーたいいちひょーいん,いん,14
オックスフォード大学,おっくすふぉーどだいがく,おっくすふぉーとたいかく,かく,12
ＣＳＫ,しーえすけい,しーえすけい,けい,6
北海道開発庁,ほっかいどーかいはつちょー,ほっかいとーかいはつちょー,ょー,13
共立社,きょーりつしゃ,きょーりつしゃ,しゃ,7
日本防蝕工業,にほんぼーしょくこーぎょー,にほんほーしょくこーきょー,ょー,13
テレビ新潟放送網,てれびにーがたほーそーもー,てれひにーかたほーそーもー,もー,13
カネボウ物流,かねぼーぶつりゅー,かねほーふつりゅー,ゅー,9
イオンクレジットサービス,いおんくれじっとさーびす,いおんくれしっとさーひす,ひす,12
新潟クボタ,にーがたくぼた,にーかたくほた,ほた,7
クロタニコーポレーション,くろたにこーぽれーしょん,くろたにこーほれーしょん,ょん,12
ゴルカル党,ごるかるとー,こるかるとー,とー,6
富山国際大,とやまこくさいだい,とやまこくさいたい,たい,9
大和産業,だいわさんぎょー,たいわさんきょー,ょー,8
日吉,ひよし,ひよし,よし,3
アンセット航空,あんせっとこーくー,あんせっとこーくー,くー,9
ディーディーアイ関西ポケット電話,でぃーでぃーあいかんさいぽけっとでんわ,てぃーてぃーあいかんさいほけっとてんわ,んわ,19
大阪府立大学,おーさかふりつだいがく,おーさかふりつたいかく,かく,11
フォード大日,ふぉーどだいにち,ふぉーとたいにち,にち,8
民放連,みんぽーれん,みんほーれん,れん,6
鹿児島サンロイヤルホテル,かごしまさんろいやるほてる,かこしまさんろいやるほてる,てる,13
シオン短大,しおんたんだい,しおんたんたい,たい,7
共栄学園短大,きょーえいがくえんたんだい,きょーえいかくえんたんたい,たい,13
鰺ケ沢プリンスホテル,あじがさわぷりんすほてる,あしかさわふりんすほてる,てる,12
おきぎんＪＣＢ,おきぎんじぇいしーびー,おききんしぇいしーひー,ひー,11
カネボウ電子,かねぼーでんし,かねほーてんし,んし,7
ＧＩＡ,じーあいえい,しーあいえい,えい,6
中薬,ちゅーやく,ちゅーやく,やく,5
富士通アイソテック,ふじつーあいそてっく,ふしつーあいそてっく,っく,10
九州総合信用,きゅーしゅーそーごーしんよー,きゅーしゅーそーこーしんよー,よー,14
エスアールエル,えすあーるえる,えすあーるえる,える,7
秋田高専,あきたこーせん,あきたこーせん,せん,7
高等看護学院,こーとーかんごがくいん,こーとーかんこかくいん,いん,11
沖縄瓦斯,おきなわがす,おきなわかす,かす,6
日綱レックス,にっこーれっくす,にっこーれっくす,くす,8
東京慈恵会医科大,とーきょーじけいかいいかだい,とーきょーしけいかいいかたい,たい,14
上野学園大,うえのがくえんだい,うえのかくえんたい,たい,9
ＨＩＯＫＩ,ひおき,ひおき,おき,3
東京都立園芸高等学校,とーきょーとりつえんげいこーとーがっこー,とーきょーとりつえんけいこーとーかっこー,こー,20
中央会,ちゅーおーかい,ちゅーおーかい,かい,7
最高裁,さいこーさい,さいこーさい,さい,6
アンリツ,あんりつ,あんりつ,りつ,4
国際証券,こくさいしょーけん,こくさいしょーけん,けん,9
ハワイ大学,はわいだいがく,はわいたいかく,かく,7
神原汽船,かんばらきせん,かんはらきせん,せん,7
ＡＰＩＣＮＥＴ,えいぴーあいしーえぬいーてぃー,えいひーあいしーえぬいーてぃー,ぃー,15
コロンブス,ころんぶす,ころんふす,ふす,5
膳所高,ぜぜこー,ぜぜこー,こー,4
キヤノンソフトーエア,きゃのんそふとうぇあ,きゃのんそふとうぇあ,ぇあ,10
米米ＣＬＵＢ,こめこめくらぶ,こめこめくらふ,らふ,7
東京産婦人科医会,とーきょーさんふじんかいかい,とーきょーさんふしんかいかい,かい,14
ＦＲＢ,えふあーるびー,えふあーるひー,ひー,7
岸本産業,きしもとさんぎょー,きしもとさんきょー,ょー,9
シマキュウ,しまきゅー,しまきゅー,ゅー,5
世界日報社,せかいにっぽーしゃ,せかいにっほーしゃ,しゃ,9
ロ,ろ,ろ,ろ,1
ＮＢＡ,えぬびーえい,えぬひーえい,えい,6
ジェーシービー,じぇーしーびー,しぇーしーひー,ひー,7
ホテル百万石,ほてるひゃくまんごく,ほてるひゃくまんこく,こく,10
柏鉄工,かしわてっこー,かしわてっこー,こー,7
名護税務署,なごぜいむしょ,なこぜいむしょ,しょ,7
ゼット,ぜっと,ぜっと,っと,3
川崎製油所,かわさきせいゆじょ,かわさきせいゆしょ,しょ,9
温知会,おんちかい,おんちかい,かい,5
かんき出版,かんきしゅっぱん,かんきしゅっはん,はん,8
新和内航海運,しんわないこーかいうん,しんわないこーかいうん,うん,11
一吉証券,いちよししょーけん,いちよししょーけん,けん,9
スクエア,すくえあ,すくえあ,えあ,4
東和織物,とーわおりもの,とーわおりもの,もの,7
朱鷺の台カントリー,ときのだいかんとりー,ときのたいかんとりー,りー,10
スカイアルミニウム,すかいあるみにゅーむ,すかいあるみにゅーむ,ーむ,10
大森食品,おーもりしょくひん,おーもりしょくひん,ひん,9
京都女子大学,きょーとじょしだいがく,きょーとしょしたいかく,かく,11
深川機械販売,ふかがわきかいはんばい,ふかかわきかいはんはい,はい,11
セーレン,せーれん,せーれん,れん,4
東亜道路工業,とーあどーろこーぎょー,とーあとーろこーきょー,ょー,11
会津天宝醸造,あいずてんぽーじょーぞー,あいすてんほーしょーそー,そー,12
平和祈念事業特別基金,へいわきねんじぎょーとくべつききん,へいわきねんしきょーとくへつききん,きん,17
アーレスティ,あーれすてぃ,あーれすてぃ,てぃ,6
日産ディーゼル,にっさんでぃーぜる,にっさんてぃーぜる,ぜる,9
公立能登総合病院,こーりつのとそーごーびょーいん,こーりつのとそーこーひょーいん,いん,15
東北システムエンジニアリング,とーほくしすてむえんじにありんぐ,とーほくしすてむえんしにありんく,んく,16
中四国全家協,ちゅーしこくぜんかきょー,ちゅーしこくぜんかきょー,ょー,12
菱栄,りょーえい,りょーえい,えい,5
東京現像所,とーきょーげんぞーしょ,とーきょーけんそーしょ,しょ,11
杏美画廊,あんみがろー,あんみかろー,ろー,6
新日本理化,しんにほんりか,しんにほんりか,りか,7
豊田肥料,とよだひりょー,とよたひりょー,ょー,7
八洲電機,やしまでんき,やしまてんき,んき,6
エーモン工業,えーもんこーぎょー,えーもんこーきょー,ょー,9
ハセガワ,はせがわ,はせかわ,かわ,4
日本特殊陶業,にっぽんとくしゅとーぎょー,にっほんとくしゅとーきょー,ょー,13
六興電気,ろっこーでんき,ろっこーてんき,んき,7
野村,のむら,のむら,むら,3
日清紡,にっしんぼー,にっしんほー,ほー,6
防衛施設庁,ぼうえいしせつちょー,ほうえいしせつちょー,ょー,10
日本デジタル研究所,にほんでじたるけんきゅーしょ,にほんてしたるけんきゅーしょ,しょ,14
名古屋医理科商会,なごやいりかしょーかい,なこやいりかしょーかい,かい,11
日産化学工業,にっさんかがくこーぎょー,にっさんかかくこーきょー,ょー,12
セキチュー,せきちゅー,せきちゅー,ゅー,5
青森放送,あおもりほーそー,あおもりほーそー,そー,8
日本パワーファスニング,にほんぱわーふぁすにんぐ,にほんはわーふぁすにんく,んく,12
日本基督教会,にほんきりすときょーかい,にほんきりすときょーかい,かい,12
丸磯建設,まるいそけんせつ,まるいそけんせつ,せつ,8
清和大学,せいわだいがく,せいわたいかく,かく,7
佐伯建設工業,さえきけんせつこーぎょー,さえきけんせつこーきょー,ょー,12
望月燃料,もちずきねんりょー,もちすきねんりょー,ょー,9
聖徳学園短期大学,せいとくがくえんたんきだいがく,せいとくかくえんたんきたいかく,かく,15
赤ちゃんの城,あかちゃんのしろ,あかちゃんのしろ,しろ,8
瑞穂短大,みずほたんだい,みすほたんたい,たい,7
小浅商事,こあさしょーじ,こあさしょーし,ーし,7
松原愛育会松原病院,まつばらあいいくかいまつばらびょーいん,まつはらあいいくかいまつはらひょーいん,いん,19
ダイヤモンドリース,だいやもんどりーす,たいやもんとりーす,ーす,9
マルキチ商事,まるきちしょーじ,まるきちしょーし,ーし,8
刀根山病院,とねやまびょーいん,とねやまひょーいん,いん,9
セ,せ,せ,せ,1
朋栄,ほーえい,ほーえい,えい,4
富士中央研究所,ふじちゅーおーけんきゅーじょ,ふしちゅーおーけんきゅーしょ,しょ,14
南九州病院,みなみきゅーしゅーびょーいん,みなみきゅーしゅーひょーいん,いん,14
前田組,まえだぐみ,まえたくみ,くみ,5
丸善らがぁール,まるぜんらがーる,まるぜんらかーる,ーる,8
デンコードー,でんこーどー,てんこーとー,とー,6
古心堂,こしんどー,こしんとー,とー,5
名機製作所,めいきせいさくしょ,めいきせいさくしょ,しょ,9
洗足学園大学,せんぞくがくえんだいがく,せんそくかくえんたいかく,かく,12
中越高等学校,ちゅーえつこーとーがっこー,ちゅーえつこーとーかっこー,こー,13
幕張プリンスホテル,まくはりぷりんすほてる,まくはりふりんすほてる,てる,11
湘南工科大学,しょーなんこーかだいがく,しょーなんこーかたいかく,かく,12
福井厚生病院,ふくいこーせいびょーいん,ふくいこーせいひょーいん,いん,12
大一商会,だいいちしょーかい,たいいちしょーかい,かい,9
八神製作所,やがみせいさくしょ,やかみせいさくしょ,しょ,9
広島信用金庫,ひろしましんよーきんこ,ひろしましんよーきんこ,んこ,11
東洋鋼鈑,とーよーこーはん,とーよーこーはん,はん,8
平戸高等学校,ひらどこーとーがっこー,ひらとこーとーかっこー,こー,11
ブティック社,ぶてぃっくしゃ,ふてぃっくしゃ,しゃ,7
大発,だいはつ,たいはつ,はつ,4
京都市立芸術大,きょーとしりつげいじゅつだい,きょーとしりつけいしゅつたい,たい,14
タカミヤ,たかみや,たかみや,みや,4
美和高等学校,みわこーとーがっこー,みわこーとーかっこー,こー,10
光金属工業所,ひかりきんぞくこーぎょーしょ,ひかりきんそくこーきょーしょ,しょ,14
華翠会,かすいかい,かすいかい,かい,5
牛乳石鹸共進社,ぎゅーにゅーせっけんきょーしんしゃ,きゅーにゅーせっけんきょーしんしゃ,しゃ,17
ＮＯＣ,えぬおーしー,えぬおーしー,しー,6
浅野スレート,あさのすれーと,あさのすれーと,ーと,7
豊和工業,ほーわこーぎょー,ほーわこーきょー,ょー,8
市船橋,いちふなばし,いちふなはし,はし,6
アイディシィソリューションズ,あいでぃしぃそりゅーしょんず,あいてぃしぃそりゅーしょんす,んす,14
小宮山屋,こみやまや,こみやまや,まや,5
大阪府立工業高等専門学校,おーさかふりつこーぎょーこーとーせんもんがっこー,おーさかふりつこーきょーこーとーせんもんかっこー,こー,24
